clinical_drug_form	ingredient
DRON:00030148	CHEBI:32914
DRON:00030148	DRON:00016022
DRON:00030149	CHEBI:41872
DRON:00030149	DRON:00016022
DRON:00030150	CHEBI:9711
DRON:00030151	CHEBI:6456
DRON:00030151	DRON:00016022
DRON:00030152	CHEBI:39561
DRON:00030152	CHEBI:6456
DRON:00030152	DRON:00016022
DRON:00030153	CHEBI:116735
DRON:00030153	CHEBI:44368
DRON:00030153	DRON:00016022
DRON:00030154	CHEBI:75179
DRON:00030155	CHEBI:9468
DRON:00030155	DRON:00016022
DRON:00030156	CHEBI:23965
DRON:00030156	DRON:00016022
DRON:00030157	CHEBI:9720
DRON:00030158	CHEBI:9720
DRON:00030159	CHEBI:9720
DRON:00030159	DRON:00016026
DRON:00030160	DRON:00016028
DRON:00030161	DRON:00016028
DRON:00030162	CHEBI:9725
DRON:00030163	DRON:00016031
DRON:00030164	DRON:00016031
DRON:00030165	CHEBI:16204
DRON:00030165	CHEBI:27796
DRON:00030166	CHEBI:9738
DRON:00030167	CHEBI:84116
DRON:00030168	CHEBI:135802
DRON:00030169	CHEBI:135381
DRON:00030170	DRON:00018200
DRON:00030170	DRON:00018290
DRON:00030171	CHEBI:45735
DRON:00030172	CHEBI:135163
DRON:00030173	CHEBI:135163
DRON:00030174	CHEBI:135419
DRON:00030175	CHEBI:135419
DRON:00030176	CHEBI:145791
DRON:00030177	CHEBI:145791
DRON:00030178	CHEBI:145791
DRON:00030179	DRON:00016702
DRON:00030180	DRON:00016702
DRON:00030181	DRON:00016702
DRON:00030182	DRON:00016702
DRON:00030183	DRON:00016702
DRON:00030184	CHEBI:28794
DRON:00030184	DRON:00016702
DRON:00030185	CHEBI:9765
DRON:00030185	DRON:00018283
DRON:00030186	CHEBI:9765
DRON:00030186	DRON:00018283
DRON:00030186	DRON:00018285
DRON:00030187	CHEBI:9765
DRON:00030187	DRON:00016887
DRON:00030188	CHEBI:9765
DRON:00030188	DRON:00016887
DRON:00030188	DRON:00018285
DRON:00030189	CHEBI:33234
DRON:00030189	CHEBI:46245
DRON:00030190	CHEBI:6636
DRON:00030190	CHEBI:9774
DRON:00030191	CHEBI:17015
DRON:00030191	CHEBI:46245
DRON:00030192	CHEBI:15760
DRON:00030192	CHEBI:16684
DRON:00030192	CHEBI:28918
DRON:00030193	CHEBI:888
DRON:00030194	CHEBI:27214
DRON:00030195	CHEBI:32278
DRON:00030196	CHEBI:32278
DRON:00030197	CHEBI:16199
DRON:00030198	CHEBI:32285
DRON:00030199	CHEBI:16704
DRON:00030200	CHEBI:16704
DRON:00030201	DRON:00016072
DRON:00030202	DRON:00016072
DRON:00030203	CHEBI:27266
DRON:00030204	DRON:00016074
DRON:00030205	CHEBI:9943
DRON:00030206	CHEBI:9943
DRON:00030207	CHEBI:5778
DRON:00030207	CHEBI:9948
DRON:00030208	CHEBI:5778
DRON:00030208	CHEBI:9671
DRON:00030208	CHEBI:9948
DRON:00030209	DRON:00016079
DRON:00030210	DRON:00016079
DRON:00030211	CHEBI:134919
DRON:00030212	CHEBI:4740
DRON:00030213	CHEBI:4740
DRON:00030214	CHEBI:9985
DRON:00030215	CHEBI:9985
DRON:00030216	CHEBI:22652
DRON:00030216	CHEBI:28527
DRON:00030216	CHEBI:9985
DRON:00030217	CHEBI:28527
DRON:00030217	CHEBI:9985
DRON:00030218	CHEBI:9985
DRON:00030218	DRON:00016702
DRON:00030219	CHEBI:134922
DRON:00030220	CHEBI:135385
DRON:00030221	CHEBI:87209
DRON:00030222	CHEBI:12777
DRON:00030223	CHEBI:12777
DRON:00030224	CHEBI:33234
DRON:00030224	DRON:00016702
DRON:00030225	CHEBI:33234
DRON:00030225	DRON:00016702
DRON:00030226	CHEBI:26948
DRON:00030226	CHEBI:33234
DRON:00030227	CHEBI:33234
DRON:00030228	CHEBI:16199
DRON:00030228	CHEBI:33234
DRON:00030229	CHEBI:33234
DRON:00030229	DRON:00018268
DRON:00030230	CHEBI:16742
DRON:00030230	CHEBI:33234
DRON:00030231	CHEBI:135959
DRON:00030231	CHEBI:25805
DRON:00030232	CHEBI:131713
DRON:00030233	CHEBI:131713
DRON:00030234	CHEBI:17151
DRON:00030235	CHEBI:17151
DRON:00030236	CHEBI:10100
DRON:00030237	DRON:00018268
DRON:00030238	DRON:00018268
DRON:00030239	CHEBI:29708
DRON:00030240	CHEBI:17548
DRON:00030240	CHEBI:29708
DRON:00030241	CHEBI:24996
DRON:00030241	CHEBI:29708
DRON:00030242	DRON:00016107
DRON:00030243	CHEBI:36560
DRON:00030244	CHEBI:33118
DRON:00030244	CHEBI:36560
DRON:00030244	DRON:00016108
DRON:00030245	CHEBI:36560
DRON:00030245	DRON:00016109
DRON:00030246	CHEBI:135132
DRON:00030246	CHEBI:36560
DRON:00030247	CHEBI:26833
DRON:00030247	CHEBI:36560
DRON:00030248	CHEBI:35176
DRON:00030249	CHEBI:35176
DRON:00030250	CHEBI:35176
DRON:00030251	CHEBI:35176
DRON:00030251	CHEBI:6456
DRON:00030252	CHEBI:78539
DRON:00030253	CHEBI:7660
DRON:00030254	CHEBI:135685
DRON:00030255	CHEBI:135685
DRON:00030256	CHEBI:3398
DRON:00030257	CHEBI:135933
DRON:00030257	CHEBI:28741
DRON:00030258	CHEBI:102524
DRON:00030258	CHEBI:27732
DRON:00030258	CHEBI:46195
DRON:00030259	CHEBI:16684
DRON:00030259	CHEBI:16794
DRON:00030259	CHEBI:17486
DRON:00030259	CHEBI:51209
DRON:00030259	CHEBI:8093
DRON:00030260	CHEBI:45951
DRON:00030260	CHEBI:9652
DRON:00030261	CHEBI:888
DRON:00030262	CHEBI:42191
DRON:00030263	CHEBI:15676
DRON:00030263	CHEBI:61468
DRON:00030264	CHEBI:16684
DRON:00030264	CHEBI:16794
DRON:00030264	CHEBI:17486
DRON:00030264	CHEBI:52010
DRON:00030264	CHEBI:8093
DRON:00030265	CHEBI:16684
DRON:00030265	CHEBI:16794
DRON:00030265	CHEBI:17486
DRON:00030266	CHEBI:51403
DRON:00030267	CHEBI:177470
DRON:00030268	CHEBI:3183
DRON:00030268	CHEBI:5779
DRON:00030268	CHEBI:8093
DRON:00030269	CHEBI:3398
DRON:00030269	CHEBI:4470
DRON:00030269	CHEBI:8093
DRON:00030270	CHEBI:3614
DRON:00030270	CHEBI:6456
DRON:00030271	CHEBI:3614
DRON:00030271	CHEBI:6456
DRON:00030272	CHEBI:3183
DRON:00030272	CHEBI:8093
DRON:00030273	CHEBI:4470
DRON:00030273	CHEBI:8093
DRON:00030274	CHEBI:4470
DRON:00030274	CHEBI:59269
DRON:00030274	CHEBI:8093
DRON:00030275	CHEBI:17594
DRON:00030276	DRON:00016116
DRON:00030277	CHEBI:77868
DRON:00030278	CHEBI:8357
DRON:00030279	DRON:00016118
DRON:00030280	CHEBI:16914
DRON:00030281	CHEBI:17026
DRON:00030282	CHEBI:8502
DRON:00030283	CHEBI:41060
DRON:00030284	CHEBI:33234
DRON:00030285	CHEBI:421707
DRON:00030285	CHEBI:63577
DRON:00030286	DRON:00018754
DRON:00030287	CHEBI:3766
DRON:00030288	CHEBI:3534
DRON:00030289	CHEBI:135047
DRON:00030289	CHEBI:27732
DRON:00030289	CHEBI:46195
DRON:00030290	CHEBI:57589
DRON:00030291	CHEBI:3478
DRON:00030292	CHEBI:3561
DRON:00030293	CHEBI:49040
DRON:00030293	CHEBI:9150
DRON:00030294	CHEBI:6887
DRON:00030295	CHEBI:6887
DRON:00030296	CHEBI:15765
DRON:00030296	CHEBI:3395
DRON:00030297	CHEBI:3398
DRON:00030298	CHEBI:3183
DRON:00030298	CHEBI:8093
DRON:00030298	CHEBI:94484
DRON:00030299	CHEBI:36560
DRON:00030299	DRON:00018201
DRON:00030300	CHEBI:2038
DRON:00030301	CHEBI:4806
DRON:00030302	DRON:00016127
DRON:00030303	DRON:00016128
DRON:00030304	DRON:00016129
DRON:00030305	CHEBI:3183
DRON:00030305	CHEBI:8093
DRON:00030306	CHEBI:17154
DRON:00030307	CHEBI:7601
DRON:00030308	CHEBI:8093
DRON:00030308	CHEBI:85537
DRON:00030309	CHEBI:5855
DRON:00030310	DRON:00020294
DRON:00030311	CHEBI:3183
DRON:00030311	CHEBI:4470
DRON:00030311	CHEBI:8093
DRON:00030312	CHEBI:4470
DRON:00030312	CHEBI:52010
DRON:00030312	CHEBI:8093
DRON:00030313	CHEBI:10023
DRON:00030314	CHEBI:3398
DRON:00030314	CHEBI:51209
DRON:00030315	CHEBI:4636
DRON:00030316	CHEBI:6375
DRON:00030317	CHEBI:114785
DRON:00030318	DRON:00016132
DRON:00030319	CHEBI:8093
DRON:00030320	DRON:00018757
DRON:00030321	CHEBI:135530
DRON:00030322	CHEBI:63598
DRON:00030323	CHEBI:135361
DRON:00030323	CHEBI:3611
DRON:00030324	CHEBI:3745
DRON:00030325	DRON:00018759
DRON:00030326	DRON:00016134
DRON:00030327	DRON:00016766
DRON:00030327	DRON:00018761
DRON:00030328	DRON:00018761
DRON:00030329	CHEBI:15676
DRON:00030329	CHEBI:8357
DRON:00030330	CHEBI:16997
DRON:00030330	DRON:00017826
DRON:00030331	DRON:00016594
DRON:00030332	DRON:00016138
DRON:00030333	CHEBI:46195
DRON:00030334	CHEBI:36796
DRON:00030335	CHEBI:53289
DRON:00030336	CHEBI:53289
DRON:00030337	CHEBI:5855
DRON:00030337	CHEBI:7852
DRON:00030338	CHEBI:64356
DRON:00030339	CHEBI:45951
DRON:00030340	DRON:00017626
DRON:00030341	CHEBI:6970
DRON:00030342	CHEBI:102524
DRON:00030342	CHEBI:15365
DRON:00030342	CHEBI:27732
DRON:00030342	CHEBI:8050
DRON:00030343	CHEBI:2659
DRON:00030343	CHEBI:8346
DRON:00030344	CHEBI:15407
DRON:00030344	CHEBI:2659
DRON:00030344	CHEBI:8069
DRON:00030345	CHEBI:3647
DRON:00030346	CHEBI:2659
DRON:00030346	CHEBI:8069
DRON:00030347	CHEBI:2659
DRON:00030347	CHEBI:8069
DRON:00030348	CHEBI:15407
DRON:00030348	CHEBI:2659
DRON:00030348	CHEBI:8069
DRON:00030349	CHEBI:15407
DRON:00030349	CHEBI:2659
DRON:00030350	CHEBI:46195
DRON:00030350	DRON:00016771
DRON:00030350	DRON:00017590
DRON:00030351	CHEBI:46195
DRON:00030351	CHEBI:51209
DRON:00030351	CHEBI:84116
DRON:00030352	CHEBI:135047
DRON:00030352	CHEBI:51209
DRON:00030352	CHEBI:52010
DRON:00030352	CHEBI:8104
DRON:00030353	CHEBI:4470
DRON:00030353	CHEBI:46195
DRON:00030353	CHEBI:8104
DRON:00030354	CHEBI:6043
DRON:00030354	CHEBI:8435
DRON:00030355	CHEBI:51209
DRON:00030355	CHEBI:5551
DRON:00030355	CHEBI:8104
DRON:00030356	CHEBI:51209
DRON:00030356	CHEBI:5551
DRON:00030356	CHEBI:8104
DRON:00030357	CHEBI:135047
DRON:00030357	CHEBI:51209
DRON:00030357	CHEBI:52010
DRON:00030358	CHEBI:51209
DRON:00030358	CHEBI:52010
DRON:00030358	CHEBI:6762
DRON:00030358	CHEBI:8104
DRON:00030359	CHEBI:135047
DRON:00030359	CHEBI:51209
DRON:00030359	CHEBI:52010
DRON:00030359	CHEBI:8104
DRON:00030360	CHEBI:51209
DRON:00030360	CHEBI:52010
DRON:00030360	CHEBI:8104
DRON:00030361	CHEBI:51209
DRON:00030361	CHEBI:52010
DRON:00030361	CHEBI:8104
DRON:00030362	CHEBI:47781
DRON:00030363	CHEBI:59343
DRON:00030364	CHEBI:51209
DRON:00030364	CHEBI:5551
DRON:00030364	CHEBI:8104
DRON:00030365	CHEBI:26710
DRON:00030365	CHEBI:6504
DRON:00030366	CHEBI:168396
DRON:00030367	CHEBI:17334
DRON:00030368	CHEBI:16714
DRON:00030368	CHEBI:5551
DRON:00030368	CHEBI:8104
DRON:00030369	CHEBI:4636
DRON:00030369	CHEBI:8093
DRON:00030370	CHEBI:2659
DRON:00030370	CHEBI:5551
DRON:00030370	CHEBI:8069
DRON:00030371	CHEBI:15407
DRON:00030371	CHEBI:2659
DRON:00030371	CHEBI:8069
DRON:00030371	CHEBI:8346
DRON:00030372	CHEBI:27732
DRON:00030372	CHEBI:46195
DRON:00030372	CHEBI:6762
DRON:00030372	CHEBI:8104
DRON:00030373	DRON:00019222
DRON:00030374	DRON:00018763
DRON:00030375	CHEBI:2038
DRON:00030376	DRON:00018764
DRON:00030377	DRON:00016169
DRON:00030378	CHEBI:49566
DRON:00030379	DRON:00018765
DRON:00030380	CHEBI:2611
DRON:00030381	CHEBI:391960
DRON:00030382	DRON:00019760
DRON:00030383	CHEBI:473990
DRON:00030384	CHEBI:53760
DRON:00030385	CHEBI:63621
DRON:00030386	CHEBI:63629
DRON:00030387	CHEBI:31236
DRON:00030388	CHEBI:473990
DRON:00030389	CHEBI:116735
DRON:00030389	CHEBI:49976
DRON:00030390	CHEBI:116735
DRON:00030390	CHEBI:49976
DRON:00030391	DRON:00018167
DRON:00030391	DRON:00019910
DRON:00030392	DRON:00019760
DRON:00030392	DRON:00019849
DRON:00030393	CHEBI:3374
DRON:00030393	CHEBI:6456
DRON:00030394	CHEBI:16914
DRON:00030394	CHEBI:17754
DRON:00030395	CHEBI:12777
DRON:00030395	CHEBI:28940
DRON:00030396	CHEBI:4470
DRON:00030396	CHEBI:46195
DRON:00030396	CHEBI:51209
DRON:00030397	CHEBI:3387
DRON:00030398	CHEBI:28940
DRON:00030399	CHEBI:135204
DRON:00030399	CHEBI:52010
DRON:00030399	CHEBI:6043
DRON:00030399	CHEBI:8104
DRON:00030400	CHEBI:7735
DRON:00030401	CHEBI:17548
DRON:00030401	CHEBI:31793
DRON:00030401	CHEBI:3311
DRON:00030402	CHEBI:135246
DRON:00030402	CHEBI:6762
DRON:00030402	CHEBI:6820
DRON:00030403	CHEBI:30769
DRON:00030403	CHEBI:53258
DRON:00030404	CHEBI:16199
DRON:00030404	DRON:00018285
DRON:00030405	CHEBI:142406
DRON:00030406	CHEBI:16199
DRON:00030406	CHEBI:28966
DRON:00030406	DRON:00018285
DRON:00030407	DRON:00017909
DRON:00030407	DRON:00018209
DRON:00030407	DRON:00018231
DRON:00030408	CHEBI:70851
DRON:00030409	CHEBI:681569
DRON:00030410	CHEBI:3183
DRON:00030410	CHEBI:51209
DRON:00030411	CHEBI:50275
DRON:00030412	CHEBI:135922
DRON:00030413	DRON:00016188
DRON:00030414	CHEBI:32114
DRON:00030414	CHEBI:5551
DRON:00030414	CHEBI:5779
DRON:00030414	CHEBI:8104
DRON:00030415	CHEBI:5551
DRON:00030415	CHEBI:8104
DRON:00030416	CHEBI:37585
DRON:00030416	CHEBI:37586
DRON:00030417	CHEBI:52010
DRON:00030417	CHEBI:6762
DRON:00030418	CHEBI:17650
DRON:00030418	CHEBI:52010
DRON:00030418	CHEBI:6762
DRON:00030418	DRON:00018086
DRON:00030419	CHEBI:45863
DRON:00030420	CHEBI:41688
DRON:00030421	DRON:00018773
DRON:00030422	DRON:00016321
DRON:00030423	CHEBI:3183
DRON:00030423	CHEBI:4470
DRON:00030423	CHEBI:51209
DRON:00030424	CHEBI:63916
DRON:00030425	CHEBI:33442
DRON:00030425	CHEBI:5417
DRON:00030426	CHEBI:16794
DRON:00030426	CHEBI:52010
DRON:00030426	CHEBI:8093
DRON:00030427	CHEBI:7772
DRON:00030428	CHEBI:33234
DRON:00030428	CHEBI:46195
DRON:00030428	DRON:00017590
DRON:00030429	CHEBI:22198
DRON:00030430	DRON:00018774
DRON:00030431	CHEBI:32130
DRON:00030432	CHEBI:7451
DRON:00030433	CHEBI:140503
DRON:00030433	CHEBI:8069
DRON:00030433	DRON:00016834
DRON:00030434	CHEBI:16199
DRON:00030434	DRON:00018775
DRON:00030435	CHEBI:75984
DRON:00030436	CHEBI:75984
DRON:00030437	CHEBI:75984
DRON:00030438	CHEBI:4682
DRON:00030439	DRON:00016881
DRON:00030439	DRON:00017218
DRON:00030439	DRON:00017219
DRON:00030439	DRON:00017221
DRON:00030440	CHEBI:71415
DRON:00030441	CHEBI:16199
DRON:00030442	DRON:00017218
DRON:00030442	DRON:00017219
DRON:00030442	DRON:00017221
DRON:00030443	CHEBI:28934
DRON:00030444	CHEBI:4464
DRON:00030444	CHEBI:51209
DRON:00030445	CHEBI:46195
DRON:00030445	CHEBI:8497
DRON:00030446	CHEBI:490877
DRON:00030447	CHEBI:16243
DRON:00030447	CHEBI:22652
DRON:00030448	CHEBI:4464
DRON:00030448	CHEBI:46195
DRON:00030448	CHEBI:51209
DRON:00030449	CHEBI:4470
DRON:00030449	CHEBI:5551
DRON:00030450	CHEBI:4470
DRON:00030450	CHEBI:51209
DRON:00030451	CHEBI:17933
DRON:00030452	CHEBI:31536
DRON:00030452	CHEBI:63717
DRON:00030453	CHEBI:36796
DRON:00030454	DRON:00018778
DRON:00030455	CHEBI:102216
DRON:00030456	CHEBI:6912
DRON:00030457	CHEBI:5551
DRON:00030457	CHEBI:94484
DRON:00030458	DRON:00018284
DRON:00030459	CHEBI:6375
DRON:00030460	CHEBI:7772
DRON:00030461	CHEBI:17486
DRON:00030462	CHEBI:30769
DRON:00030462	CHEBI:81862
DRON:00030463	CHEBI:30769
DRON:00030463	CHEBI:81862
DRON:00030464	CHEBI:195409
DRON:00030465	CHEBI:168396
DRON:00030466	CHEBI:6801
DRON:00030466	CHEBI:8888
DRON:00030467	CHEBI:8412
DRON:00030468	CHEBI:36796
DRON:00030469	CHEBI:25094
DRON:00030470	CHEBI:28787
DRON:00030471	CHEBI:7862
DRON:00030472	CHEBI:5551
DRON:00030473	CHEBI:5165
DRON:00030474	DRON:00018780
DRON:00030475	CHEBI:9468
DRON:00030476	CHEBI:116735
DRON:00030476	CHEBI:3231
DRON:00030476	CHEBI:9468
DRON:00030477	CHEBI:116735
DRON:00030477	CHEBI:9468
DRON:00030478	DRON:00016227
DRON:00030479	CHEBI:17650
DRON:00030479	CHEBI:5950
DRON:00030480	CHEBI:17650
DRON:00030480	CHEBI:8357
DRON:00030481	CHEBI:52010
DRON:00030481	CHEBI:5779
DRON:00030482	CHEBI:7660
DRON:00030483	CHEBI:53438
DRON:00030484	CHEBI:30618
DRON:00030485	DRON:00018781
DRON:00030486	CHEBI:2549
DRON:00030487	CHEBI:3814
DRON:00030488	DRON:00016230
DRON:00030489	CHEBI:9667
DRON:00030490	CHEBI:63845
DRON:00030491	CHEBI:63845
DRON:00030492	CHEBI:63845
DRON:00030493	CHEBI:82405
DRON:00030494	CHEBI:75178
DRON:00030495	DRON:00016233
DRON:00030496	CHEBI:205919
DRON:00030497	CHEBI:28680
DRON:00030498	DRON:00016234
DRON:00030499	CHEBI:16842
DRON:00030499	CHEBI:25399
DRON:00030500	DRON:00018782
DRON:00030501	CHEBI:8309
DRON:00030502	CHEBI:17824
DRON:00030502	DRON:00018783
DRON:00030503	CHEBI:86471
DRON:00030504	DRON:00017994
DRON:00030505	CHEBI:28864
DRON:00030505	CHEBI:31784
DRON:00030506	CHEBI:74768
DRON:00030507	CHEBI:16842
DRON:00030507	CHEBI:25399
DRON:00030508	DRON:00016239
DRON:00030509	CHEBI:135361
DRON:00030509	CHEBI:4464
DRON:00030509	CHEBI:51209
DRON:00030510	CHEBI:51209
DRON:00030510	CHEBI:52010
DRON:00030510	DRON:00016834
DRON:00030511	CHEBI:135047
DRON:00030511	CHEBI:27732
DRON:00030511	CHEBI:32114
DRON:00030511	CHEBI:46195
DRON:00030512	CHEBI:135047
DRON:00030512	CHEBI:46195
DRON:00030512	CHEBI:52010
DRON:00030512	CHEBI:8093
DRON:00030513	CHEBI:135047
DRON:00030513	CHEBI:46195
DRON:00030513	CHEBI:8093
DRON:00030514	CHEBI:32178
DRON:00030515	DRON:00017218
DRON:00030515	DRON:00017219
DRON:00030515	DRON:00017221
DRON:00030516	CHEBI:30251
DRON:00030517	CHEBI:17548
DRON:00030517	CHEBI:3699
DRON:00030518	CHEBI:28544
DRON:00030519	CHEBI:29081
DRON:00030520	CHEBI:134996
DRON:00030521	CHEBI:3534
DRON:00030522	CHEBI:134756
DRON:00030523	CHEBI:4518
DRON:00030524	DRON:00016260
DRON:00030525	DRON:00016256
DRON:00030526	DRON:00018784
DRON:00030527	DRON:00018066
DRON:00030528	CHEBI:205919
DRON:00030529	CHEBI:135760
DRON:00030530	CHEBI:15765
DRON:00030530	CHEBI:64187
DRON:00030531	CHEBI:47381
DRON:00030532	DRON:00016260
DRON:00030533	CHEBI:6456
DRON:00030534	CHEBI:17650
DRON:00030534	CHEBI:7660
DRON:00030535	CHEBI:17650
DRON:00030535	CHEBI:7660
DRON:00030536	CHEBI:5951
DRON:00030537	DRON:00016262
DRON:00030538	DRON:00018785
DRON:00030539	CHEBI:42191
DRON:00030540	DRON:00016263
DRON:00030541	CHEBI:7936
DRON:00030542	CHEBI:5147
DRON:00030543	DRON:00016266
DRON:00030544	DRON:00016266
DRON:00030545	CHEBI:26710
DRON:00030545	CHEBI:52071
DRON:00030546	CHEBI:2676
DRON:00030546	CHEBI:487869
DRON:00030547	CHEBI:2676
DRON:00030547	CHEBI:487869
DRON:00030548	CHEBI:28971
DRON:00030549	CHEBI:28918
DRON:00030550	CHEBI:3738
DRON:00030551	CHEBI:3745
DRON:00030552	CHEBI:17234
DRON:00030552	CHEBI:3745
DRON:00030553	CHEBI:51209
DRON:00030553	CHEBI:5551
DRON:00030554	CHEBI:48923
DRON:00030555	CHEBI:31718
DRON:00030556	CHEBI:3506
DRON:00030557	CHEBI:17650
DRON:00030558	CHEBI:17234
DRON:00030558	CHEBI:6456
DRON:00030559	DRON:00016269
DRON:00030560	CHEBI:31176
DRON:00030561	DRON:00016271
DRON:00030562	CHEBI:5551
DRON:00030562	CHEBI:5779
DRON:00030562	CHEBI:8093
DRON:00030562	CHEBI:8104
DRON:00030562	DRON:00018086
DRON:00030563	CHEBI:4511
DRON:00030564	CHEBI:15367
DRON:00030565	DRON:00016275
DRON:00030565	DRON:00016276
DRON:00030565	DRON:00019202
DRON:00030565	DRON:00019203
DRON:00030566	DRON:00016277
DRON:00030566	DRON:00019014
DRON:00030567	DRON:00016278
DRON:00030568	DRON:00016279
DRON:00030569	CHEBI:17682
DRON:00030570	CHEBI:28669
DRON:00030570	CHEBI:7507
DRON:00030570	DRON:00016280
DRON:00030571	CHEBI:36578
DRON:00030572	CHEBI:116735
DRON:00030572	CHEBI:15882
DRON:00030573	DRON:00016283
DRON:00030574	DRON:00016283
DRON:00030575	CHEBI:135361
DRON:00030575	CHEBI:51209
DRON:00030575	CHEBI:52010
DRON:00030576	CHEBI:5551
DRON:00030576	CHEBI:5779
DRON:00030576	CHEBI:6762
DRON:00030576	CHEBI:8104
DRON:00030576	DRON:00018086
DRON:00030577	CHEBI:15407
DRON:00030577	CHEBI:2659
DRON:00030577	CHEBI:2673
DRON:00030578	CHEBI:15407
DRON:00030578	CHEBI:2659
DRON:00030578	CHEBI:5551
DRON:00030578	CHEBI:8069
DRON:00030579	CHEBI:46195
DRON:00030579	CHEBI:52010
DRON:00030579	CHEBI:6762
DRON:00030579	CHEBI:8093
DRON:00030579	CHEBI:8104
DRON:00030580	CHEBI:15882
DRON:00030581	CHEBI:8347
DRON:00030582	CHEBI:17234
DRON:00030582	CHEBI:50693
DRON:00030583	DRON:00016881
DRON:00030583	DRON:00017218
DRON:00030583	DRON:00017219
DRON:00030583	DRON:00017221
DRON:00030584	CHEBI:17754
DRON:00030584	CHEBI:26710
DRON:00030585	CHEBI:60654
DRON:00030586	CHEBI:53775
DRON:00030587	CHEBI:16914
DRON:00030588	CHEBI:46195
DRON:00030588	CHEBI:4636
DRON:00030588	CHEBI:51209
DRON:00030589	DRON:00016889
DRON:00030590	CHEBI:27732
DRON:00030590	CHEBI:4562
DRON:00030590	CHEBI:7983
DRON:00030590	DRON:00016298
DRON:00030591	CHEBI:17650
DRON:00030591	CHEBI:28669
DRON:00030591	CHEBI:7507
DRON:00030592	CHEBI:3479
DRON:00030593	CHEBI:27732
DRON:00030593	CHEBI:4562
DRON:00030593	CHEBI:7983
DRON:00030593	DRON:00016298
DRON:00030594	CHEBI:3504
DRON:00030595	CHEBI:17486
DRON:00030595	CHEBI:34918
DRON:00030595	CHEBI:37585
DRON:00030595	CHEBI:6824
DRON:00030595	CHEBI:6872
DRON:00030596	CHEBI:28669
DRON:00030596	CHEBI:6456
DRON:00030596	CHEBI:7507
DRON:00030597	CHEBI:23414
DRON:00030597	CHEBI:26642
DRON:00030597	CHEBI:35176
DRON:00030597	CHEBI:53352
DRON:00030597	CHEBI:86364
DRON:00030598	CHEBI:23414
DRON:00030598	CHEBI:26642
DRON:00030598	CHEBI:33167
DRON:00030598	CHEBI:35176
DRON:00030598	CHEBI:53352
DRON:00030598	CHEBI:63041
DRON:00030599	CHEBI:23414
DRON:00030599	CHEBI:26642
DRON:00030599	CHEBI:28685
DRON:00030599	CHEBI:33167
DRON:00030599	CHEBI:35176
DRON:00030599	CHEBI:53352
DRON:00030599	CHEBI:63041
DRON:00030600	CHEBI:27300
DRON:00030600	CHEBI:77635
DRON:00030601	CHEBI:46793
DRON:00030602	DRON:00018789
DRON:00030603	CHEBI:116735
DRON:00030603	DRON:00018290
DRON:00030604	CHEBI:135047
DRON:00030604	CHEBI:17486
DRON:00030604	DRON:00016881
DRON:00030604	DRON:00017218
DRON:00030604	DRON:00017219
DRON:00030604	DRON:00017221
DRON:00030605	CHEBI:17486
DRON:00030605	CHEBI:34918
DRON:00030605	CHEBI:37585
DRON:00030605	CHEBI:6824
DRON:00030605	CHEBI:6872
DRON:00030606	CHEBI:116735
DRON:00030606	CHEBI:16914
DRON:00030606	CHEBI:17824
DRON:00030606	CHEBI:27810
DRON:00030606	CHEBI:34393
DRON:00030607	CHEBI:41688
DRON:00030607	CHEBI:8452
DRON:00030607	CHEBI:88173
DRON:00030608	DRON:00016707
DRON:00030609	CHEBI:116735
DRON:00030610	CHEBI:30769
DRON:00030610	CHEBI:32139
DRON:00030610	CHEBI:81862
DRON:00030611	CHEBI:7936
DRON:00030612	CHEBI:15367
DRON:00030612	CHEBI:69441
DRON:00030613	CHEBI:135888
DRON:00030614	CHEBI:6375
DRON:00030615	CHEBI:16480
DRON:00030615	CHEBI:25555
DRON:00030616	CHEBI:6375
DRON:00030617	CHEBI:18067
DRON:00030617	CHEBI:28940
DRON:00030617	CHEBI:3311
DRON:00030618	CHEBI:190513
DRON:00030619	CHEBI:600520
DRON:00030620	CHEBI:26833
DRON:00030620	CHEBI:32030
DRON:00030620	CHEBI:53001
DRON:00030621	CHEBI:10125
DRON:00030622	CHEBI:6801
DRON:00030622	CHEBI:8228
DRON:00030623	DRON:00016316
DRON:00030624	DRON:00018226
DRON:00030625	CHEBI:15948
DRON:00030625	CHEBI:28838
DRON:00030625	DRON:00016318
DRON:00030626	CHEBI:64312
DRON:00030627	CHEBI:51209
DRON:00030627	CHEBI:52010
DRON:00030627	CHEBI:5779
DRON:00030628	CHEBI:3311
DRON:00030628	DRON:00016321
DRON:00030629	DRON:00016321
DRON:00030629	DRON:00017985
DRON:00030630	CHEBI:22652
DRON:00030630	DRON:00018792
DRON:00030631	CHEBI:51209
DRON:00030631	CHEBI:52010
DRON:00030631	CHEBI:5855
DRON:00030632	CHEBI:28940
DRON:00030632	CHEBI:3311
DRON:00030633	CHEBI:3398
DRON:00030633	CHEBI:8093
DRON:00030634	CHEBI:5551
DRON:00030634	CHEBI:5779
DRON:00030635	CHEBI:63628
DRON:00030636	CHEBI:51860
DRON:00030637	CHEBI:36560
DRON:00030637	DRON:00018290
DRON:00030638	CHEBI:7931
DRON:00030639	CHEBI:4470
DRON:00030639	CHEBI:46195
DRON:00030639	CHEBI:8093
DRON:00030640	DRON:00018794
