clinical_drug_form	ingredient
DRON:00020942	CHEBI:3077
DRON:00020943	CHEBI:17439
DRON:00020943	CHEBI:3077
DRON:00020944	CHEBI:3077
DRON:00020945	CHEBI:3077
DRON:00020946	CHEBI:3077
DRON:00020947	CHEBI:3077
DRON:00020948	CHEBI:3077
DRON:00020949	CHEBI:3077
DRON:00020950	CHEBI:3077
DRON:00020950	CHEBI:52010
DRON:00020951	CHEBI:3077
DRON:00020951	CHEBI:4464
DRON:00020952	CHEBI:3077
DRON:00020952	CHEBI:6538
DRON:00020953	CHEBI:3077
DRON:00020953	CHEBI:9453
DRON:00020954	CHEBI:3077
DRON:00020954	CHEBI:9453
DRON:00020955	CHEBI:3082
DRON:00020956	CHEBI:3084
DRON:00020957	CHEBI:3084
DRON:00020958	CHEBI:47612
DRON:00020959	CHEBI:47612
DRON:00020960	CHEBI:3090
DRON:00020961	DRON:00010302
DRON:00020962	CHEBI:31286
DRON:00020963	DRON:00018177
DRON:00020964	CHEBI:22868
DRON:00020965	CHEBI:22868
DRON:00020966	CHEBI:22868
DRON:00020966	DRON:00016531
DRON:00020967	DRON:00018133
DRON:00020968	CHEBI:15956
DRON:00020969	CHEBI:15956
DRON:00020970	CHEBI:15956
DRON:00020971	CHEBI:3112
DRON:00020972	CHEBI:3112
DRON:00020973	CHEBI:3112
DRON:00020974	CHEBI:3125
DRON:00020975	CHEBI:3125
DRON:00020976	CHEBI:3125
DRON:00020977	CHEBI:3125
DRON:00020977	DRON:00017720
DRON:00020978	CHEBI:3125
DRON:00020978	CHEBI:534
DRON:00020979	CHEBI:3125
DRON:00020979	CHEBI:9147
DRON:00020980	CHEBI:17309
DRON:00020980	CHEBI:33301
DRON:00020981	DRON:00018298
DRON:00020982	CHEBI:17309
DRON:00020982	DRON:00010323
DRON:00020983	DRON:00014524
DRON:00020984	DRON:00016855
DRON:00020985	DRON:00016855
DRON:00020986	CHEBI:31292
DRON:00020987	CHEBI:31292
DRON:00020988	CHEBI:31292
DRON:00020988	CHEBI:9336
DRON:00020989	CHEBI:261649
DRON:00020990	CHEBI:261649
DRON:00020991	CHEBI:261649
DRON:00020992	CHEBI:261649
DRON:00020992	CHEBI:3311
DRON:00020993	CHEBI:3127
DRON:00020993	CHEBI:5778
DRON:00020994	CHEBI:3127
DRON:00020995	DRON:00013762
DRON:00020996	DRON:00014282
DRON:00020997	CHEBI:33118
DRON:00020998	CHEBI:27560
DRON:00020999	DRON:00010335
DRON:00021000	DRON:00010335
DRON:00021001	CHEBI:3172
DRON:00021002	CHEBI:3176
DRON:00021003	CHEBI:31302
DRON:00021004	CHEBI:31302
DRON:00021005	CHEBI:31302
DRON:00021006	DRON:00018283
DRON:00021007	DRON:00018283
DRON:00021008	DRON:00018283
DRON:00021009	CHEBI:240107
DRON:00021010	CHEBI:77032
DRON:00021011	CHEBI:77032
DRON:00021012	CHEBI:77032
DRON:00021013	CHEBI:77032
DRON:00021013	CHEBI:94563
DRON:00021014	CHEBI:3181
DRON:00021015	CHEBI:3181
DRON:00021016	CHEBI:31305
DRON:00021017	CHEBI:31305
DRON:00021018	CHEBI:31305
DRON:00021019	CHEBI:3183
DRON:00021019	CHEBI:8093
DRON:00021020	CHEBI:3183
DRON:00021020	CHEBI:8104
DRON:00021021	CHEBI:3183
DRON:00021021	CHEBI:8104
DRON:00021022	CHEBI:3183
DRON:00021022	CHEBI:51209
DRON:00021023	CHEBI:3183
DRON:00021023	CHEBI:51209
DRON:00021024	CHEBI:3183
DRON:00021024	CHEBI:51209
DRON:00021025	CHEBI:3183
DRON:00021025	CHEBI:51209
DRON:00021026	CHEBI:3183
DRON:00021027	CHEBI:3183
DRON:00021028	CHEBI:3183
DRON:00021029	CHEBI:3183
DRON:00021030	CHEBI:3183
DRON:00021031	CHEBI:31308
DRON:00021032	CHEBI:3205
DRON:00021033	CHEBI:3207
DRON:00021034	CHEBI:3207
DRON:00021035	DRON:00014565
DRON:00021036	DRON:00014565
DRON:00021037	CHEBI:4631
DRON:00021037	DRON:00014565
DRON:00021038	CHEBI:76119
DRON:00021039	CHEBI:3213
DRON:00021040	CHEBI:3213
DRON:00021041	CHEBI:3213
DRON:00021041	CHEBI:32588
DRON:00021042	CHEBI:3215
DRON:00021043	CHEBI:3216
DRON:00021044	CHEBI:135907
DRON:00021045	CHEBI:135907
DRON:00021046	CHEBI:3223
DRON:00021047	CHEBI:28901
DRON:00021048	CHEBI:3228
DRON:00021048	DRON:00017024
DRON:00021049	CHEBI:3228
DRON:00021050	CHEBI:135310
DRON:00021051	CHEBI:134884
DRON:00021052	CHEBI:135086
DRON:00021053	CHEBI:3240
DRON:00021054	CHEBI:3242
DRON:00021055	CHEBI:135227
DRON:00021056	CHEBI:31336
DRON:00021056	DRON:00014575
DRON:00021057	CHEBI:3286
DRON:00021058	CHEBI:27732
DRON:00021059	CHEBI:27732
DRON:00021060	CHEBI:27732
DRON:00021061	CHEBI:27732
DRON:00021062	CHEBI:27732
DRON:00021063	CHEBI:17234
DRON:00021063	CHEBI:27732
DRON:00021064	CHEBI:50749
DRON:00021065	CHEBI:3306
DRON:00021066	CHEBI:17823
DRON:00021067	CHEBI:17823
DRON:00021068	CHEBI:31793
DRON:00021068	CHEBI:3311
DRON:00021069	CHEBI:31793
DRON:00021069	CHEBI:3311
DRON:00021070	CHEBI:31793
DRON:00021070	CHEBI:3311
DRON:00021071	CHEBI:3310
DRON:00021072	CHEBI:3311
DRON:00021072	DRON:00017111
DRON:00021073	CHEBI:3311
DRON:00021074	CHEBI:3311
DRON:00021075	CHEBI:3311
DRON:00021076	CHEBI:3311
DRON:00021077	CHEBI:3311
DRON:00021078	CHEBI:3311
DRON:00021079	CHEBI:3311
DRON:00021080	CHEBI:3311
DRON:00021080	CHEBI:35149
DRON:00021081	CHEBI:3311
DRON:00021081	CHEBI:35149
DRON:00021082	CHEBI:3311
DRON:00021082	CHEBI:35149
DRON:00021083	CHEBI:3311
DRON:00021083	CHEBI:35149
DRON:00021084	CHEBI:3311
DRON:00021084	CHEBI:9147
DRON:00021085	CHEBI:3311
DRON:00021085	CHEBI:9147
DRON:00021086	CHEBI:190513
DRON:00021087	CHEBI:190513
DRON:00021088	CHEBI:190513
DRON:00021089	CHEBI:190513
DRON:00021090	DRON:00017111
DRON:00021091	CHEBI:3314
DRON:00021092	CHEBI:3309
DRON:00021093	CHEBI:3309
DRON:00021094	CHEBI:3309
DRON:00021095	CHEBI:3309
DRON:00021096	CHEBI:3309
DRON:00021097	CHEBI:3309
DRON:00021097	CHEBI:3314
DRON:00021098	DRON:00017761
DRON:00021099	DRON:00017761
DRON:00021100	CHEBI:26948
DRON:00021100	DRON:00017761
DRON:00021101	CHEBI:31344
DRON:00021102	CHEBI:172677
DRON:00021103	CHEBI:172677
DRON:00021104	CHEBI:7916
DRON:00021105	CHEBI:7916
DRON:00021106	CHEBI:32596
DRON:00021107	CHEBI:17439
DRON:00021107	CHEBI:77635
DRON:00021108	CHEBI:59033
DRON:00021108	CHEBI:95216
DRON:00021109	CHEBI:59033
DRON:00021109	CHEBI:95216
DRON:00021110	CHEBI:3347
DRON:00021111	CHEBI:64213
DRON:00021112	CHEBI:3362
DRON:00021113	CHEBI:31348
DRON:00021114	CHEBI:3374
DRON:00021115	CHEBI:3374
DRON:00021115	DRON:00018199
DRON:00021116	CHEBI:3380
DRON:00021116	CHEBI:5778
DRON:00021117	CHEBI:3380
DRON:00021118	CHEBI:3385
DRON:00021119	CHEBI:3385
DRON:00021120	CHEBI:3387
DRON:00021121	CHEBI:3387
DRON:00021122	CHEBI:3387
DRON:00021123	CHEBI:3387
DRON:00021124	CHEBI:16199
DRON:00021125	CHEBI:16199
DRON:00021126	CHEBI:94806
DRON:00021127	CHEBI:3393
DRON:00021128	CHEBI:3393
DRON:00021129	CHEBI:41462
DRON:00021130	CHEBI:15765
DRON:00021130	CHEBI:3395
DRON:00021131	CHEBI:15765
DRON:00021131	CHEBI:3395
DRON:00021132	CHEBI:617099
DRON:00021133	CHEBI:3398
DRON:00021133	CHEBI:51209
DRON:00021134	CHEBI:3398
DRON:00021134	CHEBI:51209
DRON:00021135	CHEBI:3398
DRON:00021135	CHEBI:51209
DRON:00021136	CHEBI:3398
DRON:00021136	CHEBI:51209
DRON:00021137	CHEBI:3398
DRON:00021138	CHEBI:3398
DRON:00021139	CHEBI:135424
DRON:00021139	CHEBI:3398
DRON:00021140	CHEBI:16163
DRON:00021141	CHEBI:16163
DRON:00021142	CHEBI:3403
DRON:00021143	CHEBI:85146
DRON:00021144	CHEBI:534
DRON:00021144	CHEBI:85146
DRON:00021145	DRON:00018329
DRON:00021146	CHEBI:3419
DRON:00021147	CHEBI:3419
DRON:00021147	CHEBI:7476
DRON:00021148	CHEBI:3419
DRON:00021148	CHEBI:7476
DRON:00021149	CHEBI:3419
DRON:00021149	CHEBI:8249
DRON:00021150	CHEBI:3419
DRON:00021150	CHEBI:46195
DRON:00021151	CHEBI:17126
DRON:00021152	CHEBI:3437
DRON:00021153	CHEBI:3437
DRON:00021154	CHEBI:3441
DRON:00021155	DRON:00017720
DRON:00021156	CHEBI:534
DRON:00021156	DRON:00017720
DRON:00021157	CHEBI:534
DRON:00021157	DRON:00017720
DRON:00021158	DRON:00016544
DRON:00021159	DRON:00016544
DRON:00021160	DRON:00016544
DRON:00021161	DRON:00015749
DRON:00021161	DRON:00016544
DRON:00021162	DRON:00015749
DRON:00021162	DRON:00016544
DRON:00021163	CHEBI:140618
DRON:00021164	CHEBI:140618
DRON:00021165	DRON:00018301
DRON:00021166	DRON:00018301
DRON:00021167	CHEBI:4109
DRON:00021168	CHEBI:4109
DRON:00021169	CHEBI:3478
DRON:00021170	CHEBI:3478
DRON:00021171	CHEBI:3478
DRON:00021172	CHEBI:3479
DRON:00021173	CHEBI:3479
DRON:00021174	CHEBI:3479
DRON:00021175	CHEBI:135590
DRON:00021175	CHEBI:3479
DRON:00021176	CHEBI:135590
DRON:00021176	CHEBI:3479
DRON:00021177	CHEBI:131730
DRON:00021178	CHEBI:131730
DRON:00021179	CHEBI:474053
DRON:00021180	CHEBI:3485
DRON:00021181	CHEBI:3485
DRON:00021182	CHEBI:472657
DRON:00021183	CHEBI:472657
DRON:00021184	CHEBI:204928
DRON:00021185	CHEBI:3504
DRON:00021186	CHEBI:3504
DRON:00021187	CHEBI:3506
DRON:00021188	CHEBI:3506
DRON:00021189	CHEBI:3508
DRON:00021190	CHEBI:3510
DRON:00021191	CHEBI:3510
DRON:00021192	CHEBI:3515
DRON:00021193	CHEBI:3515
DRON:00021194	CHEBI:3515
DRON:00021195	CHEBI:41423
DRON:00021196	DRON:00010443
DRON:00021197	CHEBI:3534
DRON:00021198	CHEBI:3534
DRON:00021199	CHEBI:3534
DRON:00021200	CHEBI:3534
DRON:00021200	CHEBI:77032
DRON:00021201	CHEBI:3534
DRON:00021201	CHEBI:77032
DRON:00021202	CHEBI:124991
DRON:00021203	CHEBI:554446
DRON:00021204	CHEBI:3547
DRON:00021205	CHEBI:3547
DRON:00021206	CHEBI:3547
DRON:00021207	CHEBI:3547
DRON:00021208	CHEBI:31293
DRON:00021208	DRON:00018444
DRON:00021209	CHEBI:3558
DRON:00021209	CHEBI:3559
DRON:00021210	CHEBI:63039
DRON:00021211	CHEBI:63039
DRON:00021212	CHEBI:3561
DRON:00021213	CHEBI:3561
DRON:00021214	CHEBI:3561
DRON:00021214	CHEBI:51209
DRON:00021215	CHEBI:3565
DRON:00021216	CHEBI:28830
DRON:00021217	CHEBI:17698
DRON:00021218	CHEBI:17698
DRON:00021219	CHEBI:17698
DRON:00021220	CHEBI:17698
DRON:00021221	CHEBI:17698
DRON:00021222	CHEBI:17698
DRON:00021223	CHEBI:17698
DRON:00021224	CHEBI:17650
DRON:00021224	CHEBI:17698
DRON:00021225	CHEBI:17698
DRON:00021225	CHEBI:7470
DRON:00021226	CHEBI:17698
DRON:00021226	CHEBI:8378
DRON:00021227	CHEBI:17698
DRON:00021227	CHEBI:8378
DRON:00021228	CHEBI:17698
DRON:00021228	CHEBI:8378
DRON:00021229	CHEBI:51209
DRON:00021229	DRON:00018119
DRON:00021230	CHEBI:3611
DRON:00021231	CHEBI:3611
DRON:00021232	CHEBI:3614
DRON:00021233	CHEBI:3614
DRON:00021234	CHEBI:3614
DRON:00021235	CHEBI:3565
DRON:00021235	CHEBI:3614
DRON:00021236	CHEBI:3614
DRON:00021236	CHEBI:39561
DRON:00021237	DRON:00016671
DRON:00021238	CHEBI:3619
DRON:00021239	CHEBI:28966
DRON:00021240	CHEBI:28966
DRON:00021241	CHEBI:28966
DRON:00021242	CHEBI:3636
DRON:00021243	DRON:00010457
DRON:00021244	DRON:00010457
DRON:00021245	CHEBI:3638
DRON:00021245	CHEBI:8405
DRON:00021246	CHEBI:3638
DRON:00021247	CHEBI:3638
DRON:00021248	CHEBI:3638
DRON:00021249	CHEBI:3640
DRON:00021250	CHEBI:3640
DRON:00021251	CHEBI:3641
DRON:00021252	CHEBI:34393
DRON:00021253	CHEBI:52010
DRON:00021253	CHEBI:8093
DRON:00021254	CHEBI:51209
DRON:00021254	CHEBI:52010
DRON:00021255	CHEBI:52010
DRON:00021255	CHEBI:94484
DRON:00021256	CHEBI:3642
DRON:00021257	CHEBI:52010
DRON:00021257	CHEBI:8093
DRON:00021258	CHEBI:52010
DRON:00021258	CHEBI:8093
DRON:00021259	CHEBI:52010
DRON:00021259	CHEBI:8093
DRON:00021260	CHEBI:52010
DRON:00021260	CHEBI:8093
DRON:00021261	CHEBI:52010
DRON:00021261	CHEBI:8104
DRON:00021262	CHEBI:52010
DRON:00021262	CHEBI:8104
DRON:00021263	CHEBI:52010
DRON:00021263	CHEBI:8104
DRON:00021264	CHEBI:52010
DRON:00021264	CHEBI:8104
DRON:00021265	CHEBI:52010
DRON:00021265	CHEBI:8104
DRON:00021266	CHEBI:52010
DRON:00021266	CHEBI:8104
DRON:00021267	CHEBI:52010
DRON:00021267	CHEBI:8104
DRON:00021268	CHEBI:51209
DRON:00021268	CHEBI:52010
DRON:00021269	CHEBI:51209
DRON:00021269	CHEBI:52010
DRON:00021270	CHEBI:51209
DRON:00021270	CHEBI:52010
DRON:00021271	CHEBI:51209
DRON:00021271	CHEBI:52010
DRON:00021272	CHEBI:51209
DRON:00021272	CHEBI:52010
DRON:00021273	CHEBI:51209
DRON:00021273	CHEBI:52010
DRON:00021274	CHEBI:51209
DRON:00021274	CHEBI:52010
DRON:00021275	CHEBI:52010
DRON:00021276	CHEBI:52010
DRON:00021277	CHEBI:52010
DRON:00021278	CHEBI:52010
DRON:00021279	CHEBI:52010
DRON:00021280	CHEBI:52010
DRON:00021281	CHEBI:52010
DRON:00021282	CHEBI:52010
DRON:00021282	CHEBI:8093
DRON:00021283	CHEBI:52010
DRON:00021284	CHEBI:46195
DRON:00021284	CHEBI:52010
DRON:00021285	CHEBI:15365
DRON:00021285	CHEBI:52010
DRON:00021286	CHEBI:52010
DRON:00021286	CHEBI:5779
DRON:00021287	CHEBI:32114
DRON:00021287	CHEBI:52010
DRON:00021288	CHEBI:4470
DRON:00021288	CHEBI:52010
DRON:00021289	CHEBI:4470
DRON:00021289	CHEBI:52010
DRON:00021290	CHEBI:3647
DRON:00021291	CHEBI:3647
DRON:00021292	CHEBI:3647
DRON:00021293	CHEBI:3647
DRON:00021294	CHEBI:3647
DRON:00021295	CHEBI:3650
DRON:00021296	CHEBI:3650
DRON:00021296	CHEBI:6801
DRON:00021297	CHEBI:3650
DRON:00021297	CHEBI:8064
DRON:00021298	CHEBI:3651
DRON:00021299	CHEBI:3651
DRON:00021300	CHEBI:3651
DRON:00021301	CHEBI:27644
DRON:00021302	CHEBI:3654
DRON:00021303	CHEBI:3655
DRON:00021304	CHEBI:3655
DRON:00021304	CHEBI:46195
DRON:00021305	CHEBI:3655
DRON:00021305	CHEBI:46195
DRON:00021306	CHEBI:3655
DRON:00021306	CHEBI:5855
DRON:00021307	CHEBI:31162
DRON:00021307	CHEBI:3655
DRON:00021308	CHEBI:3655
DRON:00021308	CHEBI:8249
DRON:00021309	CHEBI:28940
DRON:00021310	CHEBI:28940
DRON:00021311	CHEBI:28940
DRON:00021312	DRON:00014756
DRON:00021313	DRON:00014756
DRON:00021314	CHEBI:15354
DRON:00021315	CHEBI:15354
DRON:00021316	CHEBI:15354
DRON:00021317	CHEBI:15354
DRON:00021318	CHEBI:15354
DRON:00021318	CHEBI:24848
DRON:00021319	CHEBI:15354
DRON:00021319	CHEBI:24848
DRON:00021320	CHEBI:53352
DRON:00021321	CHEBI:50369
DRON:00021322	CHEBI:50369
DRON:00021323	DRON:00010477
DRON:00021324	DRON:00010477
DRON:00021325	DRON:00016887
DRON:00021326	DRON:00016887
DRON:00021327	CHEBI:453011
DRON:00021328	CHEBI:134906
DRON:00021329	CHEBI:3698
DRON:00021330	CHEBI:3698
DRON:00021330	CHEBI:5778
DRON:00021331	CHEBI:31401
DRON:00021332	CHEBI:3699
DRON:00021333	CHEBI:3699
DRON:00021334	CHEBI:3699
DRON:00021335	CHEBI:3699
DRON:00021336	CHEBI:3699
DRON:00021337	CHEBI:3699
DRON:00021338	CHEBI:31403
DRON:00021339	CHEBI:31403
DRON:00021340	CHEBI:31403
DRON:00021341	CHEBI:31403
DRON:00021342	CHEBI:3716
DRON:00021343	CHEBI:50867
DRON:00021344	CHEBI:50867
DRON:00021345	CHEBI:100241
DRON:00021346	CHEBI:100241
DRON:00021347	CHEBI:100241
DRON:00021348	CHEBI:3720
DRON:00021349	CHEBI:3720
DRON:00021350	CHEBI:3720
DRON:00021351	CHEBI:3720
DRON:00021351	CHEBI:9147
DRON:00021352	CHEBI:3720
DRON:00021352	CHEBI:9147
DRON:00021353	CHEBI:3720
DRON:00021353	CHEBI:9147
DRON:00021354	CHEBI:3723
DRON:00021355	CHEBI:16436
DRON:00021356	CHEBI:16436
DRON:00021357	CHEBI:30769
DRON:00021357	DRON:00015952
DRON:00021358	CHEBI:30769
DRON:00021358	CHEBI:32139
DRON:00021359	CHEBI:18211
DRON:00021360	CHEBI:3732
DRON:00021361	CHEBI:3732
DRON:00021362	CHEBI:3732
DRON:00021363	DRON:00015796
DRON:00021364	DRON:00015796
DRON:00021365	DRON:00015796
DRON:00021366	CHEBI:3738
DRON:00021366	CHEBI:8104
DRON:00021367	CHEBI:3738
DRON:00021367	CHEBI:8104
DRON:00021368	CHEBI:3738
DRON:00021369	CHEBI:174690
DRON:00021370	CHEBI:135590
DRON:00021370	CHEBI:174690
DRON:00021371	CHEBI:3745
DRON:00021372	CHEBI:3745
DRON:00021373	CHEBI:3745
DRON:00021374	CHEBI:34764
DRON:00021374	CHEBI:74460
DRON:00021375	CHEBI:31413
DRON:00021376	CHEBI:31413
DRON:00021377	CHEBI:135069
DRON:00021378	DRON:00017790
DRON:00021379	DRON:00017790
DRON:00021380	CHEBI:135590
DRON:00021380	DRON:00017790
DRON:00021381	CHEBI:3749
DRON:00021382	CHEBI:3750
DRON:00021383	CHEBI:3750
DRON:00021384	CHEBI:92875
DRON:00021385	CHEBI:3752
DRON:00021386	CHEBI:47780
DRON:00021387	CHEBI:47780
DRON:00021388	CHEBI:47780
DRON:00021389	CHEBI:47780
DRON:00021390	CHEBI:3756
DRON:00021391	CHEBI:3756
DRON:00021392	CHEBI:3756
DRON:00021393	CHEBI:3654
DRON:00021393	CHEBI:46631
DRON:00021394	CHEBI:46631
DRON:00021395	CHEBI:46631
DRON:00021396	CHEBI:46631
DRON:00021397	CHEBI:3013
DRON:00021397	CHEBI:46631
DRON:00021398	CHEBI:135619
DRON:00021399	CHEBI:59590
DRON:00021400	CHEBI:59590
DRON:00021401	CHEBI:59590
DRON:00021402	DRON:00014718
DRON:00021403	CHEBI:31424
DRON:00021404	CHEBI:31424
DRON:00021405	CHEBI:3764
DRON:00021406	CHEBI:3764
DRON:00021407	CHEBI:3764
DRON:00021408	CHEBI:3764
DRON:00021409	CHEBI:134929
DRON:00021409	CHEBI:3764
DRON:00021410	CHEBI:49566
DRON:00021411	CHEBI:49566
DRON:00021412	CHEBI:49566
DRON:00021413	CHEBI:31426
DRON:00021414	CHEBI:3766
DRON:00021415	DRON:00017871
DRON:00021416	CHEBI:33118
DRON:00021416	DRON:00017871
DRON:00021417	CHEBI:16914
DRON:00021417	DRON:00017871
DRON:00021418	CHEBI:27958
DRON:00021419	CHEBI:16714
DRON:00021419	CHEBI:28241
DRON:00021420	CHEBI:16714
DRON:00021421	CHEBI:16714
DRON:00021422	CHEBI:16714
DRON:00021423	CHEBI:16714
DRON:00021424	CHEBI:16714
DRON:00021425	CHEBI:16714
DRON:00021425	CHEBI:5551
DRON:00021426	CHEBI:16714
DRON:00021426	CHEBI:5551
DRON:00021427	CHEBI:46245
DRON:00021428	CHEBI:46245
DRON:00021429	CHEBI:23359
DRON:00021430	CHEBI:59662
DRON:00021431	CHEBI:37943
DRON:00021432	CHEBI:37943
DRON:00021433	CHEBI:37943
DRON:00021434	CHEBI:31431
DRON:00021435	CHEBI:195250
DRON:00021436	CHEBI:3892
DRON:00021437	CHEBI:16962
DRON:00021438	CHEBI:16962
DRON:00021439	CHEBI:135820
DRON:00021440	CHEBI:3901
DRON:00021441	CHEBI:28794
DRON:00021441	DRON:00016702
DRON:00021442	CHEBI:25399
DRON:00021443	DRON:00016239
DRON:00021444	DRON:00016239
DRON:00021445	CHEBI:6847
DRON:00021445	DRON:00013035
DRON:00021446	CHEBI:23414
DRON:00021447	CHEBI:23414
DRON:00021448	CHEBI:17439
DRON:00021449	CHEBI:17439
DRON:00021450	CHEBI:17439
DRON:00021451	CHEBI:17439
DRON:00021452	CHEBI:17439
DRON:00021453	CHEBI:17439
DRON:00021454	CHEBI:17439
DRON:00021455	CHEBI:31444
DRON:00021456	CHEBI:31444
DRON:00021457	CHEBI:3988
DRON:00021458	CHEBI:3988
DRON:00021459	CHEBI:3994
DRON:00021460	CHEBI:3994
DRON:00021461	CHEBI:3994
DRON:00021462	CHEBI:3996
DRON:00021463	DRON:00011249
DRON:00021464	CHEBI:4024
DRON:00021464	CHEBI:8093
DRON:00021465	CHEBI:4027
DRON:00021466	CHEBI:40009
DRON:00021467	CHEBI:4031
DRON:00021468	CHEBI:4031
DRON:00021469	CHEBI:31448
DRON:00021470	CHEBI:4046
DRON:00021471	CHEBI:50742
DRON:00021472	CHEBI:17141
DRON:00021473	CHEBI:15356
DRON:00021474	CHEBI:15356
DRON:00021475	CHEBI:17376
DRON:00021476	CHEBI:28680
DRON:00021477	CHEBI:27436
DRON:00021477	CHEBI:41922
DRON:00021478	CHEBI:4470
DRON:00021478	CHEBI:85537
DRON:00021479	DRON:00016911
DRON:00021480	DRON:00010552
DRON:00021481	CHEBI:4315
DRON:00021482	CHEBI:3682
DRON:00021483	CHEBI:3682
DRON:00021484	CHEBI:3682
DRON:00021484	CHEBI:534
DRON:00021485	CHEBI:3682
DRON:00021485	CHEBI:534
DRON:00021486	CHEBI:32026
DRON:00021486	CHEBI:3682
DRON:00021487	CHEBI:32026
DRON:00021487	CHEBI:3682
DRON:00021488	CHEBI:4317
DRON:00021489	CHEBI:4325
DRON:00021490	CHEBI:4325
DRON:00021490	CHEBI:8673
DRON:00021491	CHEBI:271436
DRON:00021492	CHEBI:34665
DRON:00021493	CHEBI:135720
DRON:00021494	CHEBI:149634
DRON:00021495	CHEBI:119573
DRON:00021496	CHEBI:4392
DRON:00021497	CHEBI:4392
DRON:00021498	CHEBI:116735
DRON:00021498	CHEBI:41872
DRON:00021499	CHEBI:27478
DRON:00021499	CHEBI:5778
DRON:00021500	CHEBI:27478
DRON:00021500	CHEBI:6847
DRON:00021501	CHEBI:27478
DRON:00021502	DRON:00012448
DRON:00021503	CHEBI:47781
DRON:00021504	CHEBI:47781
DRON:00021505	CHEBI:3611
DRON:00021505	CHEBI:47781
DRON:00021506	CHEBI:31468
DRON:00021507	CHEBI:31468
DRON:00021508	CHEBI:4450
DRON:00021509	CHEBI:4450
DRON:00021510	CHEBI:4450
DRON:00021511	CHEBI:4453
DRON:00021511	CHEBI:4903
DRON:00021512	CHEBI:15366
DRON:00021512	CHEBI:204734
DRON:00021513	CHEBI:16973
DRON:00021514	CHEBI:37586
DRON:00021514	CHEBI:41879
DRON:00021515	CHEBI:41879
DRON:00021516	CHEBI:41879
DRON:00021517	CHEBI:41879
DRON:00021517	CHEBI:6456
DRON:00021518	CHEBI:41879
DRON:00021519	CHEBI:41879
DRON:00021520	CHEBI:41879
DRON:00021521	CHEBI:41879
DRON:00021522	CHEBI:41879
DRON:00021523	CHEBI:2896
DRON:00021523	CHEBI:41879
DRON:00021524	CHEBI:41879
DRON:00021524	CHEBI:52010
DRON:00021525	CHEBI:41879
DRON:00021525	CHEBI:52010
DRON:00021526	CHEBI:4046
DRON:00021526	CHEBI:41879
DRON:00021527	CHEBI:41879
DRON:00021527	CHEBI:9453
DRON:00021528	CHEBI:41879
DRON:00021528	CHEBI:9453
DRON:00021529	CHEBI:51209
DRON:00021529	CHEBI:59269
DRON:00021530	CHEBI:51209
DRON:00021530	CHEBI:59269
DRON:00021531	CHEBI:51209
DRON:00021531	CHEBI:59269
DRON:00021532	CHEBI:4464
DRON:00021533	CHEBI:4464
DRON:00021534	CHEBI:4464
DRON:00021535	CHEBI:439329
DRON:00021536	CHEBI:27373
DRON:00021537	CHEBI:52071
DRON:00021538	DRON:00010584
DRON:00021539	DRON:00018219
DRON:00021540	CHEBI:4469
DRON:00021541	CHEBI:4469
DRON:00021542	CHEBI:4469
DRON:00021543	CHEBI:4470
DRON:00021544	CHEBI:4470
DRON:00021545	CHEBI:4470
DRON:00021546	CHEBI:4470
DRON:00021547	CHEBI:4470
DRON:00021548	CHEBI:16163
DRON:00021548	CHEBI:4470
DRON:00021549	CHEBI:4470
DRON:00021549	CHEBI:5551
DRON:00021550	CHEBI:4470
DRON:00021550	CHEBI:5551
DRON:00021551	CHEBI:4470
DRON:00021551	CHEBI:5551
DRON:00021552	CHEBI:4470
DRON:00021552	CHEBI:5551
DRON:00021553	CHEBI:4470
DRON:00021553	CHEBI:5551
DRON:00021554	CHEBI:4470
DRON:00021554	CHEBI:5551
DRON:00021555	CHEBI:4470
DRON:00021555	CHEBI:8346
DRON:00021556	CHEBI:74274
DRON:00021557	CHEBI:74274
DRON:00021558	CHEBI:17234
DRON:00021559	CHEBI:17234
DRON:00021559	CHEBI:26710
DRON:00021560	CHEBI:30659
DRON:00021561	CHEBI:4474
DRON:00021562	CHEBI:94708
DRON:00021563	CHEBI:27808
DRON:00021564	CHEBI:27808
DRON:00021565	CHEBI:49575
DRON:00021566	CHEBI:49575
DRON:00021567	CHEBI:49575
DRON:00021568	CHEBI:49575
DRON:00021569	CHEBI:49575
DRON:00021570	CHEBI:49575
DRON:00021571	CHEBI:4495
DRON:00021572	CHEBI:4495
DRON:00021573	CHEBI:37945
DRON:00021574	CHEBI:101085
DRON:00021575	DRON:00017031
DRON:00021576	CHEBI:47381
DRON:00021577	CHEBI:47381
DRON:00021578	CHEBI:47381
DRON:00021579	CHEBI:47381
DRON:00021580	CHEBI:47381
DRON:00021581	CHEBI:47381
DRON:00021582	CHEBI:47381
DRON:00021583	CHEBI:47381
DRON:00021584	CHEBI:46195
DRON:00021584	CHEBI:47381
DRON:00021585	CHEBI:46195
DRON:00021585	CHEBI:47381
DRON:00021586	CHEBI:47381
DRON:00021586	CHEBI:63610
DRON:00021587	CHEBI:4511
DRON:00021588	CHEBI:4511
DRON:00021589	DRON:00018308
DRON:00021590	DRON:00018308
DRON:00021591	CHEBI:4513
DRON:00021592	CHEBI:4514
DRON:00021592	CHEBI:8069
DRON:00021593	CHEBI:4514
DRON:00021593	CHEBI:8069
DRON:00021594	CHEBI:4514
