rxcui	drugbank
2057094	DB06622
2057095	DB07159
2057097	DB11692
2057099	DB13080
2057101	DB05670
2057103	DB05941
2057106	DB06303
2057107	DB06321
2057110	DB14175
2057133	DB14615
2057133	DB14617
2057133	DB14619
2057133	DB14699
2057134	DB14703
2057198	DB00099
2057223	DB14375
2057804	DB14609
2057805	DB14669
2057909	DB14710
2058148	DB06321
2058509	DB11952
2058536	DB10980
2058538	DB13890
2058541	DB09353
2058542	DB05592
2058543	DB14632
2058548	DB14106
2058550	DB13888
2058552	DB06345
2058553	DB14206
2058554	DB10061
2058554	DB13890
2058555	DB13887
2058557	DB14195
2058559	DB14201
2058560	DB14657
2058825	DB14707
2058826	DB14707
2058846	DB14042
2058848	DB11963
2058849	DB11963
2058868	DB14042
2058907	DB15946
2059018	DB12035
2059040	DB05029
2059218	DB14712
2059219	DB14712
2059269	DB12455
2059493	DB14276
2059587	DB09139
2059638	DB13109
2059762	DB12655
2059767	DB05462
2060893	DB17564
2064547	DB14935
2064569	DB15206
2064785	DB13257
2065807	DB09337
2067568	DB16246
2067816	DB15040
2068637	DB14897
2069055	DB14775
2069778	DB17236
2071190	DB06226
2071572	DB14446
2075718	DB14824
2077730	DB14357
2078288	DB17322
2079014	DB15157
2079425	DB15193
2080728	DB16280
2082271	DB15366
2084015	DB15245
2084130	DB11238
2087518	DB14883
2089808	DB16888
2090825	DB15198
2091637	DB13077
2099289	DB14713
2099295	DB12688
2099305	DB12688
2099509	DB06127
2099511	DB01632
2099534	DB14242
2099704	DB11760
2099995	DB13997
2101007	DB15526
2101270	DB14114
2101340	DB15511
2101422	DB15512
2101473	DB15525
2101722	DB10806
2102006	DB15529
2102029	DB11087
2102052	DB15530
2102473	DB10510
2102474	DB15547
2102475	DB15548
2102476	DB15592
2102477	DB15605
2102479	DB15604
2102480	DB15613
2102481	DB15539
2102483	DB15540
2102486	DB15543
2102692	DB00019
2102775	DB11855
2102821	DB15608
2103164	DB12130
2103223	DB10531
2103230	DB15538
2103250	DB10550
2103294	DB18665
2103476	DB00065
2103477	DB00051
2103478	DB00072
2103479	DB00051
2103480	DB00005
2104180	DB09002
2104198	DB15502
2104328	DB05416
2104330	DB14722
2104331	DB13926
2104332	DB13926
2104365	DB00066
2104603	DB14724
2104604	DB14724
2105627	DB15146
2105628	DB14723
2105806	DB12141
2105824	DB00073
2105845	DB11978
2105975	DB09550
2106278	DB09077
2106328	DB14727
2106338	DB11640
2106457	DB14357
2106458	DB00085
2106459	DB14360
2106460	DB14360
2106461	DB14360
2106462	DB14360
2106469	DB10441
2106739	DB15480
2107051	DB00072
2107301	DB11580
2107310	DB06480
2107316	DB11580
2107328	DB11895
2107330	DB00105
2107359	DB01381
2107360	DB01381
2107361	DB01381
2107365	DB06354
2107366	DB00083
2107367	DB00083
2108514	DB12227
2108865	DB14307
2108867	DB10394
2109054	DB14731
2109055	DB14731
2109241	DB16084
2109251	DB14616
2109251	DB14618
2109251	DB14620
2109251	DB14698
2109763	DB14150
2109765	DB05385
2109767	DB00689
2109768	DB05698
2109863	DB11997
2109969	DB19175
2110011	DB16549
2110033	DB16544
2110604	DB06081
2110605	DB06081
2117287	DB05493
2118525	DB12245
2118561	DB11038
2118568	DB14738
2118596	DB11232
2118599	DB04945
2118600	DB11045
2118602	DB11039
2118884	DB00322
2119070	DB09876
2119172	DB13863
2119240	DB12624
2119275	DB10972
2119277	DB10448
2119278	DB10932
2119279	DB10806
2119280	DB10971
2119281	DB11023
2119282	DB10973
2119283	DB10974
2119284	DB10939
2119285	DB10705
2119307	DB11300
2119365	DB11823
2119708	DB06205
2119723	DB14317
2120089	DB06592
2121085	DB12371
2121416	DB14730
2121417	DB14730
2121504	DB16007
2121751	DB14754
2121777	DB11859
2121895	DB06239
2121896	DB06256
2121897	DB06294
2121901	DB06394
2121905	DB06498
2121912	DB08142
2121919	DB14754
2122092	DB06256
2122105	DB06552
2122341	DB11077
2122398	DB01363
2122423	DB06451
2123125	DB12147
2123126	DB11866
2123180	DB11866
2124397	DB06455
2124431	DB15243
2124478	DB05817
2124503	DB06070
2124504	DB12976
2124525	DB13078
2125048	DB11727
2125774	DB17532
2125844	DB09443
2126928	DB14007
2127452	DB10977
2128041	DB06584
2128220	DB16395
2130479	DB16840
2130641	DB09387
2132150	DB15332
2133630	DB15360
2135122	DB09429
2137267	DB16081
2137951	DB14721
2139467	DB16166
2139546	DB15336
2139614	DB16173
2141757	DB17641
2152669	DB16130
2156188	DB06347
2159556	DB13195
2159626	DB16270
2165681	DB15416
2166040	DB14762
2166045	DB13628
2166132	DB14762
2166202	DB12676
2166580	DB01633
2166586	DB14239
2166587	DB14339
2166588	DB14307
2166589	DB14375
2166591	DB11020
2166593	DB11019
2166597	DB10936
2166614	DB10914
2166616	DB10908
2166619	DB10846
2166620	DB10897
2166622	DB10897
2166625	DB14276
2166629	DB14320
2166630	DB14320
2166633	DB04216
2166635	DB14343
2166636	DB14343
2166639	DB14352
2166640	DB14274
2166645	DB14254
2166646	DB14263
2166647	DB14263
2166649	DB14291
2166650	DB14333
2166651	DB14257
2166653	DB14257
2166654	DB14257
2166655	DB14253
2166774	DB14288
2166778	DB14332
2166782	DB14304
2166783	DB14304
2166785	DB14303
2166787	DB14312
2166788	DB14262
2166789	DB14279
2166790	DB14327
2166791	DB14327
2167139	DB14743
2167548	DB11021
2167551	DB11018
2167673	DB00042
2167695	DB10886
2167805	DB10855
2167819	DB10582
2168272	DB10851
2168276	DB14757
2168277	DB14757
2168278	DB14757
2168279	DB10897
2168411	DB14566
2168412	DB14566
2168414	DB14566
2168415	DB11198
2168416	DB11198
2168418	DB11007
2168421	DB10984
2168423	DB14349
2168424	DB14349
2168425	DB14349
2168426	DB14349
2168427	DB14349
2168429	DB14349
2168430	DB14238
2168433	DB14167
2168434	DB14167
2168435	DB14009
2168436	DB14291
2168453	DB04963
2168587	DB12078
2169285	DB12015
2169364	DB15264
2169366	DB15267
2169367	DB15268
2169374	DB15278
2169375	DB15279
2169380	DB15285
2169381	DB15287
2169382	DB15291
2169383	DB15292
2169384	DB15294
2169385	DB15295
2169386	DB15296
2169387	DB15297
2169389	DB15301
2169390	DB15302
2169393	DB15306
2169394	DB15307
2169398	DB15314
2169399	DB15315
2169401	DB15324
2169402	DB15325
2169403	DB15326
2169407	DB15333
2169409	DB15341
2169412	DB15345
2169413	DB15346
2169414	DB15347
2169415	DB15348
2169418	DB15353
2169419	DB15356
2169420	DB15358
2169426	DB15367
2169428	DB15372
2169430	DB15375
2169431	DB15376
2169434	DB15382
2169435	DB15384
2169436	DB15387
2169438	DB15389
2169440	DB15391
2169442	DB15397
2169445	DB15403
2169446	DB15406
2169447	DB15407
2169450	DB15410
2169451	DB15411
2169457	DB15419
2169459	DB15422
2169461	DB15424
2169466	DB15433
2169469	DB15437
2169471	DB15439
2169472	DB15440
2169474	DB15443
2169476	DB15447
2169477	DB15448
2169478	DB15449
2169479	DB15450
2169480	DB15451
2169484	DB15460
2169487	DB14764
2169490	DB14769
2169491	DB14770
2169493	DB14773
2169494	DB14774
2169504	DB14787
2169510	DB14794
2169513	DB14797
2169517	DB14801
2169518	DB14803
2169521	DB14807
2169522	DB14808
2169523	DB14810
2169524	DB14814
2169525	DB14815
2169526	DB14816
2169527	DB14817
2169529	DB14819
2169530	DB14821
2169531	DB14823
2169537	DB14833
2169541	DB14839
2169543	DB14841
2169549	DB14854
2169550	DB14857
2169552	DB14859
2169553	DB14862
2169554	DB14865
2169555	DB14866
2169556	DB14867
2169557	DB14868
2169558	DB14869
2169562	DB14878
2169565	DB14885
2169567	DB14889
2169568	DB14890
2169571	DB14894
2169572	DB14896
2169573	DB14898
2169574	DB14899
2169575	DB14900
2169576	DB14902
2169577	DB14903
2169582	DB14911
2169584	DB14913
2169588	DB14918
2169594	DB14929
2169595	DB14930
2169596	DB14931
2169597	DB14932
2169598	DB14934
2169599	DB14937
2169601	DB14942
2169603	DB14944
2169604	DB14946
2169605	DB14948
2169606	DB14949
2169607	DB14950
2169610	DB14954
2169611	DB14955
2169612	DB14957
2169618	DB14965
2169621	DB14970
2169623	DB14974
2169625	DB14977
2169627	DB14980
2169628	DB14982
2169629	DB14983
2169631	DB14985
2169633	DB14987
2169635	DB14990
2169636	DB14991
2169640	DB14998
2169642	DB15000
2169656	DB15021
2169657	DB15024
2169659	DB15026
2169660	DB15027
2169661	DB15028
2169666	DB15041
2169671	DB15046
2169672	DB15047
2169674	DB15052
2169675	DB15053
2169678	DB15062
2169679	DB15063
2169686	DB15072
2169688	DB15075
2169690	DB15077
2169691	DB15078
2169692	DB15079
2169693	DB15080
2169695	DB15083
2169696	DB15085
2169699	DB15092
2169701	DB15097
2169705	DB15105
2169707	DB15108
2169708	DB15109
2169709	DB15110
2169715	DB15116
2169717	DB15120
2169719	DB15122
2169721	DB15124
2169722	DB15125
2169725	DB15129
2169726	DB15132
2169729	DB15137
2169731	DB15139
2169732	DB15140
2169734	DB15144
2169735	DB15145
2169740	DB15152
2169745	DB15160
2169746	DB15162
2169747	DB15163
2169750	DB15168
2169755	DB15175
2169756	DB15176
2169758	DB15183
2169759	DB15185
2169761	DB15187
2169762	DB15188
2169763	DB15189
2169764	DB15190
2169765	DB15191
2169766	DB15194
2169767	DB15195
2169768	DB15198
2169769	DB15202
2169770	DB15204
2169771	DB15207
2169772	DB15208
2169773	DB15209
2169776	DB15219
2169777	DB15220
2169779	DB15224
2169783	DB15229
2169784	DB15231
2169785	DB15232
2169787	DB15234
2169788	DB15238
2169791	DB15241
2169792	DB15242
2169793	DB15243
2169796	DB15248
2169798	DB15254
2169799	DB15256
2169801	DB15258
2169805	DB05584
2169815	DB14798
2169817	DB14847
2169819	DB15031
2169820	DB15253
2169823	DB14776
2169826	DB15421
2169828	DB15100
2169829	DB14789
2169830	DB15153
2169831	DB15083
2169833	DB15240
2169834	DB15430
2169839	DB15089
2169841	DB14784
2169843	DB15280
2169844	DB15376
2169845	DB15014
2169847	DB14884
2169849	DB15260
2169850	DB15424
2169851	DB15363
2169852	DB14928
2169853	DB15322
2169854	DB15409
2169855	DB06322
2169857	DB15400
2169861	DB15225
2169864	DB15453
2169865	DB14964
2169868	DB15115
2169869	DB15032
2169871	DB14834
2169872	DB15298
2169874	DB15312
2169875	DB14818
2169876	DB14952
2169884	DB14788
2169885	DB15176
2169890	DB15234
2169893	DB14892
2169897	DB14796
2169898	DB15042
2169903	DB14848
2169912	DB15428
2169914	DB14781
2169920	DB15202
2169961	DB15610
2170048	DB14297
2170049	DB14343
2170050	DB14343
2170052	DB10917
2170053	DB14280
2170055	DB14333
2170056	DB14333
2170225	DB15528
2170226	DB15528
2170367	DB13974
2170369	DB14263
2170371	DB14273
2170386	DB14357
2170387	DB14357
2170609	DB15286
2170618	DB15443
2170619	DB15085
2170622	DB14798
2170624	DB15057
2170628	DB14997
2170631	DB14915
2170698	DB15230
2170700	DB06304
2171260	DB10943
2173715	DB11089
2174090	DB12240
2174091	DB12240
2174291	DB14585
2174293	DB11057
2174385	DB15534
2174793	DB14350
2174802	DB00072
2176312	DB11653
2176733	DB14076
2177290	DB15500
2177290	DB15515
2177290	DB15517
2177290	DB15519
2177291	DB15501
2177291	DB15514
2177291	DB15516
2177291	DB15518
2177291	DB15520
2178063	DB05386
2178365	DB14689
2178390	DB11942
2178618	DB14257
2179491	DB14947
2179493	DB14973
2179494	DB15420
2179495	DB15431
2179496	DB14961
2179498	DB15027
2179500	DB15004
2179501	DB14899
2179503	DB15278
2179504	DB15256
2179507	DB15077
2179509	DB15347
2179511	DB15307
2179512	DB14902
2179513	DB14983
2179514	DB14958
2179843	DB09221
2180325	DB12941
2180337	DB15505
2180338	DB15506
2181306	DB01603
2183102	DB12978
2184137	DB12377
2196092	DB15091
2197290	DB15521
2197291	DB15522
2197292	DB15523
2197293	DB15524
2197490	DB12500
2197842	DB15675
2197862	DB11986
2197878	DB11642
2198359	DB05154
2198896	DB15513
2198944	DB12825
2198975	DB09241
2198979	DB14758
2198984	DB15542
2199015	DB11757
2199040	DB00066
2199391	DB15494
2199391	DB18190
2199396	DB15473
2199397	DB15474
2199398	DB15475
2199399	DB15482
2199400	DB15476
2199409	DB15485
2199410	DB15486
2199411	DB15487
2199577	DB09374
2199674	DB11761
2199863	DB12849
2200143	DB13980
2202935	DB15479
2202946	DB15504
2203062	DB15510
2203548	DB15477
2203549	DB15477
2203550	DB15497
2204915	DB14864
2204916	DB14864
2205637	DB12808
2206969	DB12665
2206969	DB16403
2206981	DB05513
2207021	DB10276
2207029	DB15273
2207030	DB15019
2207038	DB11017
2207042	DB05808
2207045	DB04949
2207140	DB14886
2207365	DB14831
2207438	DB15262
2208051	DB15247
2208078	DB15148
2208093	DB15045
2208096	DB15155
2208153	DB14976
2208552	DB15081
2209013	DB15020
2209051	DB15074
2209066	DB15276
2209393	DB15088
2209498	DB12101
2209688	DB15211
2209715	DB15352
2210092	DB15599
2210449	DB15155
2210732	DB15368
2210916	DB14978
2211033	DB15310
2211036	DB15069
2211057	DB15219
2211264	DB15257
2211474	DB14968
2211499	DB14785
2211501	DB15013
2212169	DB14995
2212320	DB14792
2212390	DB15061
2212410	DB14873
2212691	DB14781
2212869	DB16239
2212985	DB14976
2213424	DB15147
2213519	DB15415
2213531	DB14966
2213956	DB15082
2214277	DB11017
2214288	DB06356
2214390	DB14867
2214430	DB15765
2214511	DB14974
2214730	DB14793
2214922	DB14757
2214989	DB15330
2215028	DB15151
2215051	DB15223
2215308	DB15435
2215405	DB15076
2215473	DB15362
2215521	DB14874
2215634	DB15282
2215721	DB15126
2215721	DB17234
2215967	DB15025
2216166	DB14917
2216200	DB15414
2216254	DB16333
2216446	DB15327
2216638	DB15365
2216826	DB14991
2216848	DB15102
2216866	DB15302
2217372	DB10897
2217377	DB15390
2217396	DB14897
2217436	DB17284
2217541	DB14908
2217655	DB14778
2217979	DB15017
2218207	DB16343
2218868	DB15064
2218951	DB14846
2218980	DB16690
2219249	DB14986
2219417	DB08870
2219510	DB15265
2219558	DB15170
2220151	DB17551
2220324	DB14827
2220479	DB17124
2221080	DB15106
2221493	DB14961
2221659	DB15057
2222060	DB15173
2222294	DB14953
2223047	DB15417
2223369	DB14780
2223793	DB15123
2223861	DB15438
2223874	DB14825
2223953	DB15008
2224336	DB15154
2225076	DB14906
2225184	DB15349
2225477	DB15431
2226000	DB15331
2226953	DB15112
2227344	DB16135
2227546	DB14916
2227885	DB16125
2228307	DB06455
2229958	DB16253
2230045	DB06322
2230601	DB14799
2230782	DB15070
2230875	DB15365
2230917	DB15159
2231065	DB15227
2231139	DB15372
2232815	DB14777
2233013	DB15421
2233853	DB14912
2233997	DB14891
2234475	DB15113
2234782	DB16290
2234874	DB01698
2235218	DB14017
2236230	DB15081
2236331	DB15128
2237556	DB14943
2238797	DB15277
2238921	DB14829
2239047	DB16114
2239342	DB15048
2239948	DB14925
2240975	DB15172
2242412	DB15378
2243059	DB06239
2243765	DB17284
2244880	DB05253
2246188	DB14858
2246687	DB15277
2247086	DB15342
2247409	DB17720
2247593	DB16044
2249947	DB15178
2251104	DB17720
2252468	DB15071
2256930	DB11732
2256951	DB15444
2257902	DB15540
2257903	DB15540
2257904	DB15540
2257905	DB15540
2257906	DB15540
2257907	DB15540
2257908	DB15540
2257909	DB15540
2257910	DB15540
2257911	DB15540
2257912	DB15540
2257913	DB15540
2257914	DB15540
2257915	DB15540
2257916	DB15540
2257917	DB15540
2258002	DB15820
2259602	DB15504
2260002	DB15512
2260102	DB15537
2260308	DB15546
2260311	DB15546
2260312	DB15546
2260503	DB15546
2260505	DB15546
2260702	DB00019
2261370	DB15549
2261371	DB15545
2261372	DB15571
2261375	DB15541
2261783	DB14783
2262063	DB14738
2262250	DB04931
2262276	DB03227
2262278	DB11874
2262279	DB15271
2262421	DB15271
2262435	DB15035
2262543	DB12281
2262544	DB12281
2264108	DB09222
2264114	DB11300
2265281	DB19168
2265678	DB14975
2265690	DB06119
2265702	DB14879
2265712	DB15066
2266523	DB00065
2267021	DB13008
2267207	DB15593
2267573	DB02015
2267574	DB14962
2267582	DB14962
2267703	DB04864
2268037	DB00112
2268061	DB15595
2268216	DB15328
2268306	DB13007
2268500	DB12377
2272107	DB15233
2272403	DB11951
2273276	DB16581
2273510	DB00073
2274068	DB13976
2274070	DB05555
2274250	DB15616
2274378	DB12887
2274394	DB15617
2274802	DB06343
2274803	DB06343
2275290	DB13037
2275602	DB06077
2275722	DB14738
2276480	DB15604
2276481	DB15604
2276482	DB15604
2276500	DB10544
2276721	DB10666
2276722	DB10666
2276723	DB10977
2276724	DB15606
2276732	DB15611
2276733	DB15611
2276893	DB15664
2277397	DB12232
2277607	DB13007
2279713	DB12356
2279851	DB01285
2280293	DB15620
2280293	DB15702
2280293	DB15716
2280293	DB15758
2280296	DB15621
2280717	DB09077
2280730	DB00072
2280909	DB02929
2280910	DB01496
2280911	DB06832
2280912	DB08094
2280913	DB08387
2280914	DB09226
2280916	DB05903
2280919	DB11087
2280920	DB11087
2280921	DB06827
2280922	DB11329
2282018	DB14811
2282019	DB14811
2282307	DB12457
2282403	DB11936
2282502	DB04964
2282509	DB06343
2282660	DB14040
2284658	DB13932
2284718	DB14761
2286239	DB14016
2286250	DB15658
2286252	DB11837
2286554	DB09377
2286558	DB15623
2286562	DB15630
2286563	DB15632
2286564	DB15633
2286565	DB15634
2286566	DB15635
2286568	DB15637
2286570	DB15640
2286571	DB15650
2286572	DB15651
2287245	DB06314
2287736	DB15662
2287934	DB09551
2287936	DB15645
2287965	DB10535
2287967	DB10451
2287968	DB10451
2287970	DB10451
2288149	DB10651
2288150	DB10651
2288152	DB10543
2288153	DB10651
2288155	DB16288
2288157	DB10528
2288158	DB10543
2288159	DB10543
2288160	DB10672
2288161	DB10672
2288162	DB10672
2288163	DB10672
2288164	DB10672
2288165	DB10672
2288170	DB09551
2288236	DB12612
2288428	DB16589
2289011	DB12510
2289225	DB00072
2289380	DB11689
2289408	DB01541
2289409	DB14639
2290722	DB05322
2290723	DB11676
2290752	DB12460
2291092	DB16265
2293425	DB06650
2294223	DB15570
2295836	DB15615
2297704	DB15558
2297975	DB11740
2298001	DB15560
2300013	DB16036
2300293	DB16058
2303500	DB17754
2304212	DB16342
2309527	DB16078
2310261	DB16384
2313102	DB17014
2313598	DB17376
2314686	DB15685
2314783	DB16151
2319397	DB15512
2321513	DB06606
2323154	DB16414
2323779	DB16421
2326600	DB16331
2326819	DB04974
2334337	DB15717
2340701	DB15090
2348145	DB16666
2350584	DB15965
2351347	DB12193
2352207	DB16225
2352233	DB17757
2352577	DB16033
2352745	DB16899
2352781	DB16224
2353574	DB14919
2354288	DB15090
2359256	DB15667
2359266	DB16636
2359268	DB15102
2360232	DB12893
2360530	DB12893
2360571	DB15680
2360572	DB15681
2360573	DB15683
2360574	DB15682
2360595	DB05020
2360597	DB15655
2360598	DB15656
2360600	DB15670
2360601	DB15672
2360603	DB15674
2360604	DB15676
2361285	DB11652
2362165	DB11791
2362167	DB11632
2362183	DB15573
2367409	DB13132
2367440	DB05475
2367441	DB19687
2368733	DB06294
2369376	DB19175
2369389	DB14840
2370147	DB15685
2371249	DB15687
2371260	DB15656
2371261	DB15595
2371262	DB15687
2372221	DB15690
2372689	DB14914
2373652	DB12249
2373950	DB12530
2373951	DB12530
2374339	DB02464
2374352	DB19167
2374729	DB12674
2375130	DB09331
2375132	DB06205
2375132	DB14740
2375522	DB16956
2375526	DB16551
2376832	DB15691
2376833	DB15692
2376834	DB15693
2376838	DB00046
2376944	DB09237
2377030	DB18532
2378841	DB14649
2379530	DB15703
2379530	DB15714
2379531	DB15704
2379531	DB15710
2379531	DB15712
2379531	DB15715
2379531	DB15757
2380373	DB11796
2380574	DB15705
2380574	DB15711
2380575	DB15706
2380575	DB15713
2380834	DB15708
2380835	DB15700
2380836	DB15701
2380837	DB15707
2380838	DB15709
2382593	DB13970
2382595	DB06205
2383941	DB12404
2384449	DB15694
2385341	DB16631
2386043	DB15695
2386045	DB16402
2386050	DB15313
2386863	DB00036
2387211	DB15044
2387277	DB15699
2387302	DB01440
2387334	DB15044
2387833	DB15719
2387834	DB15719
2388136	DB15756
2388434	DB12768
2389840	DB15005
2390935	DB15305
2391541	DB15762
2391551	DB15762
2392131	DB14157
2392230	DB14881
2393536	DB15725
2393537	DB15726
2393540	DB15729
2393541	DB15730
2393542	DB15731
2393543	DB15737
2393544	DB15738
2393545	DB15739
2393546	DB15740
2393547	DB15732
2393549	DB15734
2393550	DB15735
2393551	DB15736
2393552	DB15752
2393554	DB15721
2393555	DB15722
2393558	DB15741
2393562	DB15745
2393563	DB15746
2393567	DB15767
2393568	DB15768
2393569	DB15769
2393572	DB15772
2393573	DB15773
2393574	DB15781
2393575	DB15787
2393598	DB15751
2393605	DB19274
2393721	DB15731
2393787	DB15753
2394936	DB15822
2395271	DB11836
2395761	DB15917
2396442	DB15873
2397722	DB15798
2397725	DB15801
2397726	DB15802
2397727	DB15803
2397729	DB15805
2397730	DB15806
2397731	DB15807
2397735	DB15811
2397736	DB15812
2397737	DB15813
2397739	DB15843
2397740	DB15843
2397742	DB15846
2397743	DB15847
2397744	DB15848
2397745	DB15849
2397749	DB15853
2397750	DB15854
2397752	DB15856
2397754	DB15858
2397755	DB15859
2397756	DB15862
2397759	DB15865
2397760	DB15866
2397761	DB15867
2397762	DB15868
2397763	DB15869
2397767	DB15876
2397776	DB15866
2399531	DB15810
2399534	DB15871
2399556	DB11573
2402272	DB16354
2402467	DB16730
2402937	DB16338
2403007	DB16300
2403108	DB17676
2403854	DB16732
2405270	DB17477
2405284	DB17543
2406031	DB16347
2406191	DB16154
2406208	DB16219
2407471	DB16416
2409626	DB16284
2410095	DB15982
2410180	DB16254
2410292	DB16161
2411098	DB16834
2411659	DB16145
2411857	DB17796
2412645	DB16124
2455221	DB17153
2458296	DB15801
2458315	DB15847
2458322	DB15793
2459195	DB15717
2461030	DB15053
2461132	DB15569
2461338	DB15898
2461339	DB15899
2461340	DB15900
2461434	DB15900
2461544	DB05472
2462003	DB15890
2462004	DB15891
2462007	DB15895
2462140	DB15762
2462447	DB14496
2462448	DB15891
2462450	DB13932
2462497	DB16543
2462499	DB14475
2462501	DB16292
2462511	DB00005
2463114	DB15718
2464539	DB01487
2464823	DB15483
2464938	DB14734
2465242	DB15941
2465249	DB15940
2466731	DB15236
2466981	DB30688
2467140	DB15935
2467170	DB15938
2467171	DB15939
2467172	DB15950
2467540	DB15982
2467553	DB06448
