curie	ndc	branded_drug
DRON:01023558	60793085410	DRON:00082866
DRON:01023559	00527137210	DRON:00082869
DRON:01023560	00527137290	DRON:00082869
DRON:01023561	00527163910	DRON:00082884
DRON:01023562	00527163990	DRON:00082884
DRON:01023563	00186091612	DRON:00082898
DRON:01023564	00186091706	DRON:00082900
DRON:01023565	00186091765	DRON:00082900
DRON:01023566	52268070001	DRON:00082934
DRON:01023567	52268010001	DRON:00082935
DRON:01023568	52268010101	DRON:00082935
DRON:01023569	43386009019	DRON:00082938
DRON:01023570	43386006019	DRON:00082941
DRON:01023571	00469305130	DRON:00082943
DRON:01023572	66594099905	DRON:00082946
DRON:01023573	10157101001	DRON:00082949
DRON:01023574	10157101002	DRON:00082949
DRON:01023575	50989024502	DRON:00082952
DRON:01023576	50989024550	DRON:00082952
DRON:01023577	50989024586	DRON:00082952
DRON:01023578	50989023602	DRON:00082953
DRON:01023579	50989023650	DRON:00082953
DRON:01023580	50989023686	DRON:00082953
DRON:01023581	50989023802	DRON:00082954
DRON:01023582	50989023850	DRON:00082954
DRON:01023583	50989023886	DRON:00082954
DRON:01023584	00766150010	DRON:00082957
DRON:01023585	00766150020	DRON:00082958
DRON:01023586	00766150080	DRON:00082958
DRON:01023587	00766155170	DRON:00082958
DRON:01023588	00169369619	DRON:00082977
DRON:01023589	00169369690	DRON:00082977
DRON:01023590	00169368512	DRON:00082978
DRON:01023591	00169368592	DRON:00082978
DRON:01023592	00574029101	DRON:00082986
DRON:01023593	10631010350	DRON:00083008
DRON:01023594	47682020033	DRON:00083016
DRON:01023595	47682020050	DRON:00083016
DRON:01023596	00045029584	DRON:00083017
DRON:01023597	62856025001	DRON:00083044
DRON:01023598	62856050001	DRON:00083045
DRON:01023599	43386005019	DRON:00083064
DRON:01023600	00009379401	DRON:00083067
DRON:01023601	00009379422	DRON:00083067
DRON:01023602	00436066916	DRON:00083069
DRON:01023603	10019007587	DRON:00083085
DRON:01023604	00006074531	DRON:00083092
DRON:01023605	00006074554	DRON:00083092
DRON:01023606	00006074582	DRON:00083092
DRON:01023607	00006071731	DRON:00083093
DRON:01023608	00006071754	DRON:00083093
DRON:01023609	00006071782	DRON:00083093
DRON:01023610	63629318301	DRON:00083093
DRON:01023611	00006074731	DRON:00083094
DRON:01023612	00006074754	DRON:00083094
DRON:01023613	00006074782	DRON:00083094
DRON:01023614	55289052230	DRON:00083094
DRON:01023615	58864065930	DRON:00083094
DRON:01023616	66105066303	DRON:00083094
DRON:01023617	00006096031	DRON:00083096
DRON:01023618	00006096054	DRON:00083096
DRON:01023619	43353045945	DRON:00083096
DRON:01023620	49999099190	DRON:00083096
DRON:01023621	55289023830	DRON:00083096
DRON:01023622	63629291201	DRON:00083096
DRON:01023623	00006095154	DRON:00083097
DRON:01023624	00006095182	DRON:00083097
DRON:01023625	00006095187	DRON:00083097
DRON:01023626	58864080730	DRON:00083097
DRON:01023627	66105055210	DRON:00083097
DRON:01023628	67544038230	DRON:00083097
DRON:01023629	00006095231	DRON:00083099
DRON:01023630	00006095254	DRON:00083099
DRON:01023631	58864066230	DRON:00083099
DRON:01023632	63629133701	DRON:00083099
DRON:01023633	63874063701	DRON:00083099
DRON:01023634	63874063710	DRON:00083099
DRON:01023635	63874063720	DRON:00083099
DRON:01023636	63874063730	DRON:00083099
DRON:01023637	63874063790	DRON:00083099
DRON:01023638	66105055303	DRON:00083099
DRON:01023639	66105055310	DRON:00083099
DRON:01023640	50991091101	DRON:00083102
DRON:01023641	55289053730	DRON:00083105
DRON:01023642	57665010141	DRON:00083109
DRON:01023643	62592018864	DRON:00083111
DRON:01023644	58914001210	DRON:00083123
DRON:01023645	58914008052	DRON:00083125
DRON:01023646	52959039030	DRON:00083129
DRON:01023647	00406052710	DRON:00083130
DRON:01023648	00406052715	DRON:00083130
DRON:01023649	00406872510	DRON:00083130
DRON:01023650	00406872515	DRON:00083130
DRON:01023651	47593048117	DRON:00083150
DRON:01023652	47593048121	DRON:00083150
DRON:01023653	47593048135	DRON:00083150
DRON:01023654	47593048144	DRON:00083150
DRON:01023655	00065002315	DRON:00083169
DRON:01023656	00053720102	DRON:00083176
DRON:01023657	00053721101	DRON:00083176
DRON:01023658	65199120101	DRON:00083185
DRON:01023659	61787006304	DRON:00083189
DRON:01023660	50242007501	DRON:00083191
DRON:01023661	00713053610	DRON:00083198
DRON:01023662	00713053612	DRON:00083198
DRON:01023663	00713052610	DRON:00083204
DRON:01023664	00713052612	DRON:00083204
DRON:01023665	60977000103	DRON:00083205
DRON:01023666	60977000144	DRON:00083205
DRON:01023667	00713013210	DRON:00083210
DRON:01023668	00713013212	DRON:00083210
DRON:01023669	00072600345	DRON:00083211
DRON:01023670	00072610345	DRON:00083212
DRON:01023671	00072662101	DRON:00083212
DRON:01023672	00072662103	DRON:00083212
DRON:01023673	00072700005	DRON:00083215
DRON:01023674	10631028505	DRON:00083215
DRON:01023675	10631028405	DRON:00083216
DRON:01023676	00067399830	DRON:00083217
DRON:01023677	00067399842	DRON:00083217
DRON:01023678	00067399942	DRON:00083217
DRON:01023679	00067617185	DRON:00083217
DRON:01023680	00247078524	DRON:00083217
DRON:01023681	52959063212	DRON:00083217
DRON:01023682	55887019712	DRON:00083217
DRON:01023683	00067629283	DRON:00083219
DRON:01023684	00067629383	DRON:00083219
DRON:01023685	58980078050	DRON:00083220
DRON:01023686	00472103016	DRON:00083223
DRON:01023687	59390019205	DRON:00083236
DRON:01023688	00186099266	DRON:00083244
DRON:01023689	00173094755	DRON:00083289
DRON:01023690	58864071530	DRON:00083289
DRON:01023691	66105048001	DRON:00083289
DRON:01023692	66105048002	DRON:00083289
DRON:01023693	66105048003	DRON:00083289
DRON:01023694	66105048006	DRON:00083289
DRON:01023695	66105048015	DRON:00083289
DRON:01023696	00173013555	DRON:00083295
DRON:01023697	52959028530	DRON:00083295
DRON:01023698	52959028560	DRON:00083295
DRON:01023699	55289090530	DRON:00083295
DRON:01023700	58864062530	DRON:00083295
DRON:01023701	58864062560	DRON:00083295
DRON:01023702	63874078020	DRON:00083295
DRON:01023703	66105048101	DRON:00083295
DRON:01023704	66105048102	DRON:00083295
DRON:01023705	66105048103	DRON:00083295
DRON:01023706	66105048106	DRON:00083295
DRON:01023707	66105048115	DRON:00083295
DRON:01023708	00173072200	DRON:00083297
DRON:01023709	52959082060	DRON:00083300
DRON:01023710	55289092215	DRON:00083300
DRON:01023711	55289092230	DRON:00083300
DRON:01023712	49999044315	DRON:00083305
DRON:01023713	49999044330	DRON:00083305
DRON:01023714	55289090015	DRON:00083305
DRON:01023715	55289090030	DRON:00083305
DRON:01023716	63629264201	DRON:00083311
DRON:01023717	50458051560	DRON:00083325
DRON:01023718	61938045603	DRON:00083337
DRON:01023719	61938045606	DRON:00083337
DRON:01023720	55499108201	DRON:00083348
DRON:01023721	55499108204	DRON:00083348
DRON:01023722	51991007401	DRON:00083366
DRON:01023723	51991007405	DRON:00083366
DRON:01023724	50991099960	DRON:00083393
DRON:01023725	00069541066	DRON:00083453
DRON:01023726	00069542066	DRON:00083460
DRON:01023727	12830071716	DRON:00083475
DRON:01023728	00682047516	DRON:00083476
DRON:01023729	68850001201	DRON:00083490
DRON:01023730	68850001202	DRON:00083490
DRON:01023731	63736000438	DRON:00083496
DRON:01023732	17856107501	DRON:00083521
DRON:01023733	50090042300	DRON:00083521
DRON:01023734	00049052022	DRON:00083523
DRON:01023735	00049052083	DRON:00083523
DRON:01023736	00049053022	DRON:00083523
DRON:01023737	00049053028	DRON:00083523
DRON:01023738	00482044001	DRON:00083525
DRON:01023739	00482044116	DRON:00083526
DRON:01023740	19810057901	DRON:00083527
DRON:01023741	23558550605	DRON:00083528
DRON:01023742	59741011504	DRON:00083530
DRON:01023743	59741011516	DRON:00083530
DRON:01023744	00603107858	DRON:00083532
DRON:01023745	00813200408	DRON:00083567
DRON:01023746	00283029331	DRON:00083594
DRON:01023747	00283087112	DRON:00083594
DRON:01023748	00283087131	DRON:00083594
DRON:01023749	00283088631	DRON:00083594
DRON:01023750	00456321011	DRON:00083624
DRON:01023751	00456321060	DRON:00083624
DRON:01023752	00456321063	DRON:00083624
DRON:01023753	55289093730	DRON:00083624
DRON:01023754	55289093760	DRON:00083624
DRON:01023755	00456320511	DRON:00083627
DRON:01023756	00456320560	DRON:00083627
DRON:01023757	00456320563	DRON:00083627
DRON:01023758	63629338303	DRON:00083627
DRON:01023759	68025003716	DRON:00083628
DRON:01023760	58605042701	DRON:00083657
DRON:01023761	58605041901	DRON:00083658
DRON:01023762	58605042101	DRON:00083659
DRON:01023763	58605040501	DRON:00083662
DRON:01023764	61570001860	DRON:00083663
DRON:01023765	12830071401	DRON:00083664
DRON:01023766	00456320212	DRON:00083665
DRON:01023767	00078005405	DRON:00083671
DRON:01023768	59630062830	DRON:00083676
DRON:01023769	59630062930	DRON:00083677
DRON:01023770	49999075430	DRON:00083684
DRON:01023771	49999075490	DRON:00083684
DRON:01023772	55289015121	DRON:00083684
DRON:01023773	55289015130	DRON:00083684
DRON:01023774	58864089530	DRON:00083684
DRON:01023775	62856024630	DRON:00083684
DRON:01023776	63629363201	DRON:00083684
DRON:01023777	66105073701	DRON:00083684
DRON:01023778	66105073703	DRON:00083684
DRON:01023779	66105073706	DRON:00083684
DRON:01023780	66105073709	DRON:00083684
DRON:01023781	66105073715	DRON:00083684
DRON:01023782	67544009215	DRON:00083684
DRON:01023783	49999075330	DRON:00083686
DRON:01023784	58864088630	DRON:00083686
DRON:01023785	62856024530	DRON:00083686
DRON:01023786	66105073901	DRON:00083686
DRON:01023787	66105073903	DRON:00083686
DRON:01023788	66105073906	DRON:00083686
DRON:01023789	66105073909	DRON:00083686
DRON:01023790	66105073915	DRON:00083686
DRON:01023791	00088110947	DRON:00083688
DRON:01023792	00088110955	DRON:00083688
DRON:01023793	41167412603	DRON:00083688
DRON:01023794	41167412604	DRON:00083688
DRON:01023795	41167412608	DRON:00083688
DRON:01023796	00088111330	DRON:00083689
DRON:01023797	00088109720	DRON:00083691
DRON:01023798	00088110747	DRON:00083693
DRON:01023799	00088110755	DRON:00083693
DRON:01023800	66267053620	DRON:00083693
DRON:01023801	00088109047	DRON:00083696
DRON:01023802	00088109055	DRON:00083696
DRON:01023803	52959091814	DRON:00083696
DRON:01023804	58864085560	DRON:00083696
DRON:01023805	63629124901	DRON:00083696
DRON:01023806	00088109547	DRON:00083698
DRON:01023807	66794001225	DRON:00083709
DRON:01023808	66794012225	DRON:00083709
DRON:01023809	00573226515	DRON:00083719
DRON:01023810	00573264515	DRON:00083719
DRON:01023811	54365040001	DRON:00083736
DRON:01023812	54365040002	DRON:00083736
DRON:01023813	54365040003	DRON:00083736
DRON:01023814	54365040004	DRON:00083736
DRON:01023815	54365040005	DRON:00083736
DRON:01023816	54365040007	DRON:00083736
DRON:01023817	54365040008	DRON:00083736
DRON:01023818	54365040009	DRON:00083736
DRON:01023819	54365040011	DRON:00083736
DRON:01023820	54365040012	DRON:00083736
DRON:01023821	54365040013	DRON:00083736
DRON:01023822	54365040014	DRON:00083736
DRON:01023823	53076010326	DRON:00083737
DRON:01023824	55505010326	DRON:00083737
DRON:01023825	11701006714	DRON:00083748
DRON:01023826	11701006723	DRON:00083748
DRON:01023827	25382030235	DRON:00083750
DRON:01023828	12258024101	DRON:00083751
DRON:01023829	12258024201	DRON:00083751
DRON:01023830	11086004001	DRON:00083752
DRON:01023831	11086004002	DRON:00083752
DRON:01023832	16864004002	DRON:00083752
DRON:01023833	11701003816	DRON:00083757
DRON:01023834	11701002823	DRON:00083764
DRON:01023835	11701003514	DRON:00083764
DRON:01023836	11701003523	DRON:00083764
DRON:01023837	11701004514	DRON:00083764
DRON:01023838	11701004522	DRON:00083764
DRON:01023839	11701004523	DRON:00083764
DRON:01023840	11701013096	DRON:00083764
DRON:01023841	59390006717	DRON:00083766
DRON:01023842	65197010305	DRON:00083767
DRON:01023843	00884029301	DRON:00083774
DRON:01023844	00067950701	DRON:00083776
DRON:01023845	00597003134	DRON:00083792
DRON:01023846	00597003234	DRON:00083793
DRON:01023847	52959067912	DRON:00083793
DRON:01023848	00597003334	DRON:00083794
DRON:01023849	00485006601	DRON:00083798
DRON:01023850	67555015610	DRON:00083804
DRON:01023851	42806003710	DRON:00083814
DRON:01023852	42806003712	DRON:00083814
DRON:01023853	42806006010	DRON:00083815
DRON:01023854	42806006012	DRON:00083815
DRON:01023855	42806007312	DRON:00083816
DRON:01023856	11086004306	DRON:00083821
DRON:01023857	59365503000	DRON:00083822
DRON:01023858	00126007061	DRON:00083838
DRON:01023859	52747090160	DRON:00083851
DRON:01023860	00009005002	DRON:00083888
DRON:01023861	00009005011	DRON:00083888
DRON:01023862	55289003410	DRON:00083888
DRON:01023863	00009074630	DRON:00083889
DRON:01023864	00009074635	DRON:00083889
DRON:01023865	00009062601	DRON:00083890
DRON:01023866	00009006404	DRON:00083892
DRON:01023867	49999027201	DRON:00083892
DRON:01023868	49999027230	DRON:00083892
DRON:01023869	55289012130	DRON:00083892
DRON:01023870	00009028603	DRON:00083894
DRON:01023871	00009470913	DRON:00083897
DRON:01023872	51285042410	DRON:00083898
DRON:01023873	53002085771	DRON:00083900
DRON:01023874	53002085772	DRON:00083900
DRON:01023875	00998020315	DRON:00083908
DRON:01023876	58768078112	DRON:00083910
DRON:01023877	42192010316	DRON:00083926
DRON:01023878	00998020415	DRON:00083929
DRON:01023879	58768078212	DRON:00083931
DRON:01023880	00998020615	DRON:00083941
DRON:01023881	58768078312	DRON:00083943
DRON:01023882	43538010060	DRON:00083959
DRON:01023883	00085047405	DRON:00083964
DRON:01023884	00085075605	DRON:00083964
DRON:01023885	00085075608	DRON:00083964
DRON:01023886	00085075612	DRON:00083964
DRON:01023887	00085411201	DRON:00083964
DRON:01023888	11523115901	DRON:00083964
DRON:01023889	11523116705	DRON:00083964
DRON:01023890	11523116706	DRON:00083964
DRON:01023891	11523135001	DRON:00083964
DRON:01023892	11523170201	DRON:00083964
DRON:01023893	11523178301	DRON:00083964
DRON:01023894	11523302001	DRON:00083964
DRON:01023895	11523411201	DRON:00083964
DRON:01023896	11523702001	DRON:00083964
DRON:01023897	11523723801	DRON:00083964
DRON:01023898	41100082033	DRON:00083964
DRON:01023899	00235052151	DRON:00083965
DRON:01023900	00573119120	DRON:00083966
DRON:01023901	00927088923	DRON:00083969
DRON:01023902	00024175401	DRON:00083982
DRON:01023903	63736073005	DRON:00083984
DRON:01023904	23900002293	DRON:00083988
DRON:01023905	62750000510	DRON:00083990
DRON:01023906	62750000610	DRON:00083990
DRON:01023907	00299383901	DRON:00084032
DRON:01023908	11980001105	DRON:00084040
DRON:01023909	52959027200	DRON:00084040
DRON:01023910	52959027201	DRON:00084040
DRON:01023911	66215040101	DRON:00084099
DRON:01023912	63323048921	DRON:00084154
DRON:01023913	43386031212	DRON:00084157
DRON:01023914	43386031217	DRON:00084157
DRON:01023915	59779019107	DRON:00084157
DRON:01023916	59779019130	DRON:00084157
DRON:01023917	00247167050	DRON:00084161
DRON:01023918	63323048210	DRON:00084161
DRON:01023919	66312018116	DRON:00084163
DRON:01023920	63323049089	DRON:00084166
DRON:01023921	66312060216	DRON:00084174
DRON:01023922	66312060116	DRON:00084175
DRON:01023923	17478079210	DRON:00084178
DRON:01023924	00247212930	DRON:00084179
DRON:01023925	49999041930	DRON:00084179
DRON:01023926	52959069401	DRON:00084179
DRON:01023927	52959069430	DRON:00084179
DRON:01023928	63481068701	DRON:00084179
DRON:01023929	63481068706	DRON:00084179
DRON:01023930	63874083130	DRON:00084179
DRON:01023931	66267101403	DRON:00084179
DRON:01023932	68387059030	DRON:00084179
DRON:01023933	24730062607	DRON:00084186
DRON:01023934	35356013330	DRON:00084188
DRON:01023935	00078052334	DRON:00084193
DRON:01023936	00078052335	DRON:00084193
DRON:01023937	51879017002	DRON:00084207
DRON:01023938	63323047905	DRON:00084209
DRON:01023939	43538013016	DRON:00084214
DRON:01023940	16500002005	DRON:00084216
DRON:01023941	16500002007	DRON:00084216
DRON:01023942	55887011302	DRON:00084216
DRON:01023943	52959027603	DRON:00084217
DRON:01023944	11980002205	DRON:00084223
DRON:01023945	11980002210	DRON:00084223
DRON:01023946	49999040805	DRON:00084223
DRON:01023947	52959006800	DRON:00084223
DRON:01023948	52959006801	DRON:00084223
DRON:01023949	66267098305	DRON:00084223
DRON:01023950	00409175250	DRON:00084258
DRON:01023951	00409175550	DRON:00084259
DRON:01023952	49999042050	DRON:00084259
DRON:01023953	58472023050	DRON:00084259
DRON:01023954	00409158750	DRON:00084261
DRON:01023955	00409161050	DRON:00084262
DRON:01023956	00362901150	DRON:00084271
DRON:01023957	66977010005	DRON:00084298
DRON:01023958	66977010025	DRON:00084298
DRON:01023959	66977011704	DRON:00084298
DRON:01023960	66312520104	DRON:00084316
DRON:01023961	66312540104	DRON:00084317
DRON:01023962	12090104106	DRON:00084318
DRON:01023963	12090104302	DRON:00084318
DRON:01023964	00409103850	DRON:00084319
DRON:01023965	00409104130	DRON:00084322
DRON:01023966	00186041801	DRON:00084323
DRON:01023967	00409204750	DRON:00084324
DRON:01023968	54771356001	DRON:00084324
DRON:01023969	66312044116	DRON:00084331
DRON:01023970	51004109809	DRON:00084333
DRON:01023971	63187017190	DRON:00084388
DRON:01023972	00944288401	DRON:00084392
DRON:01023973	63981014762	DRON:00084421
DRON:01023974	63981017662	DRON:00084421
DRON:01023975	00363017653	DRON:00084425
DRON:01023976	00363092953	DRON:00084425
DRON:01023977	00363092962	DRON:00084425
DRON:01023978	49999049008	DRON:00084427
DRON:01023979	50580072812	DRON:00084427
DRON:01023980	50580072824	DRON:00084427
DRON:01023981	50580072825	DRON:00084427
DRON:01023982	52959080220	DRON:00084427
DRON:01023983	13411019701	DRON:00084437
DRON:01023984	13411019703	DRON:00084437
DRON:01023985	13411019706	DRON:00084437
DRON:01023986	13411019709	DRON:00084437
DRON:01023987	13411019710	DRON:00084437
DRON:01023988	63981047534	DRON:00084438
DRON:01023989	63981047543	DRON:00084438
DRON:01023990	00045024225	DRON:00084441
DRON:01023991	50580077912	DRON:00084442
DRON:01023992	50580077925	DRON:00084442
DRON:01023993	50580077940	DRON:00084442
DRON:01023994	50580077965	DRON:00084442
DRON:01023995	16853130701	DRON:00084443
DRON:01023996	13411018001	DRON:00084444
DRON:01023997	13411018003	DRON:00084444
DRON:01023998	13411018006	DRON:00084444
DRON:01023999	13411018009	DRON:00084444
DRON:01024000	13411018010	DRON:00084444
DRON:01024001	49999027506	DRON:00084444
DRON:01024002	49999027507	DRON:00084444
DRON:01024003	49999027515	DRON:00084444
DRON:01024004	49999027530	DRON:00084444
DRON:01024005	50580072603	DRON:00084444
DRON:01024006	50580072613	DRON:00084444
DRON:01024007	50580072630	DRON:00084444
DRON:01024008	50580072632	DRON:00084444
DRON:01024009	50580072636	DRON:00084444
DRON:01024010	50580072638	DRON:00084444
DRON:01024011	50580072650	DRON:00084444
DRON:01024012	50580072651	DRON:00084444
DRON:01024013	50580072666	DRON:00084444
DRON:01024014	50580072670	DRON:00084444
DRON:01024015	50580072690	DRON:00084444
DRON:01024016	52959048201	DRON:00084444
DRON:01024017	52959048207	DRON:00084444
DRON:01024018	52959048210	DRON:00084444
DRON:01024019	52959048215	DRON:00084444
DRON:01024020	52959048230	DRON:00084444
DRON:01024021	55289010807	DRON:00084444
DRON:01024022	55289010814	DRON:00084444
DRON:01024023	55289010815	DRON:00084444
DRON:01024024	55289010825	DRON:00084444
DRON:01024025	55289010830	DRON:00084444
DRON:01024026	00904530760	DRON:00084472
DRON:01024027	00904530780	DRON:00084472
DRON:01024028	00067611446	DRON:00084505
DRON:01024029	10892015310	DRON:00084512
DRON:01024030	00574006930	DRON:00084547
DRON:01024031	00574006945	DRON:00084547
DRON:01024032	00574007030	DRON:00084547
DRON:01024033	63044020301	DRON:00084551
DRON:01024034	63146011103	DRON:00084584
DRON:01024035	63146011108	DRON:00084584
DRON:01024036	63146011110	DRON:00084584
DRON:01024037	63824043190	DRON:00084668
DRON:01024038	63736000851	DRON:00084676
DRON:01024039	58952043304	DRON:00084728
DRON:01024040	69423029438	DRON:00084787
DRON:01024041	69423029465	DRON:00084787
DRON:01024042	69423058938	DRON:00084787
DRON:01024043	41167075160	DRON:00084807
DRON:01024044	10119002090	DRON:00084824
DRON:01024045	10119020900	DRON:00084824
DRON:01024046	24208043003	DRON:00084824
DRON:01024047	24208043015	DRON:00084824
DRON:01024048	24208043030	DRON:00084824
DRON:01024049	00023869430	DRON:00084830
DRON:01024050	00023869450	DRON:00084830
DRON:01024051	52183020425	DRON:00084848
DRON:01024052	52183020925	DRON:00084848
DRON:01024053	52183023930	DRON:00084848
DRON:01024054	52183024925	DRON:00084848
DRON:01024055	00135011814	DRON:00084854
DRON:01024056	00135011883	DRON:00084854
DRON:01024057	00135011983	DRON:00084854
DRON:01024058	00135018102	DRON:00084854
DRON:01024059	00135018103	DRON:00084854
DRON:01024060	00135022801	DRON:00084854
DRON:01024061	00135022804	DRON:00084854
DRON:01024062	00135022805	DRON:00084854
DRON:01024063	00766074565	DRON:00084854
DRON:01024064	00766074585	DRON:00084854
DRON:01024065	00766074610	DRON:00084854
DRON:01024066	00766074625	DRON:00084854
DRON:01024067	00766074655	DRON:00084854
DRON:01024068	00135007422	DRON:00084856
DRON:01024069	00135007424	DRON:00084856
DRON:01024070	00135007425	DRON:00084856
DRON:01024071	00135007625	DRON:00084856
DRON:01024072	00135014002	DRON:00084856
DRON:01024073	00135014003	DRON:00084856
DRON:01024074	00135015405	DRON:00084856
DRON:01024075	00135017802	DRON:00084856
DRON:01024076	00135017803	DRON:00084856
DRON:01024077	00135017824	DRON:00084856
DRON:01024078	00135018401	DRON:00084856
DRON:01024079	00135046901	DRON:00084856
DRON:01024080	00766073919	DRON:00084856
DRON:01024081	00766073921	DRON:00084856
DRON:01024082	00766073923	DRON:00084856
DRON:01024083	00766073948	DRON:00084856
DRON:01024084	00766073966	DRON:00084856
DRON:01024085	00766738808	DRON:00084856
DRON:01024086	00766738848	DRON:00084856
DRON:01024087	00766738896	DRON:00084856
DRON:01024088	00766739070	DRON:00084856
DRON:01024089	00766739280	DRON:00084856
DRON:01024090	00766739290	DRON:00084856
DRON:01024091	00766739305	DRON:00084856
DRON:01024092	00766739348	DRON:00084856
DRON:01024093	10310032945	DRON:00084885
DRON:01024094	05238926363	DRON:00084915
DRON:01024095	55970080720	DRON:00084918
DRON:01024096	55970080760	DRON:00084918
DRON:01024097	20525010740	DRON:00084919
DRON:01024098	20525012839	DRON:00084919
DRON:01024099	00065008515	DRON:00084924
DRON:01024100	00065008542	DRON:00084924
DRON:01024101	00247108415	DRON:00084924
DRON:01024102	52959010701	DRON:00084924
DRON:01024103	52959010703	DRON:00084924
DRON:01024104	63736066255	DRON:00084977
DRON:01024105	00247177206	DRON:00085010
DRON:01024106	00247177210	DRON:00085010
DRON:01024107	68220011510	DRON:00085010
DRON:01024108	64543011201	DRON:00085012
DRON:01024109	00009540001	DRON:00085051
DRON:01024110	00247188642	DRON:00085051
DRON:01024111	66213042510	DRON:00085068
DRON:01024112	66213042511	DRON:00085068
DRON:01024113	64543011101	DRON:00085070
DRON:01024114	64543011401	DRON:00085071
DRON:01024115	66213042110	DRON:00085075
DRON:01024116	66213042150	DRON:00085075
DRON:01024117	00076090201	DRON:00085099
DRON:01024118	68220011210	DRON:00085112
DRON:01024119	68220011250	DRON:00085112
DRON:01024120	68220011310	DRON:00085113
DRON:01024121	68220011350	DRON:00085113
DRON:01024122	00225029515	DRON:00085127
DRON:01024123	00225029520	DRON:00085127
DRON:01024124	00485008201	DRON:00085128
DRON:01024125	10310003313	DRON:00085133
DRON:01024126	63736000885	DRON:00085135
DRON:01024127	00009045003	DRON:00085161
DRON:01024128	00009026001	DRON:00085162
DRON:01024129	00009026002	DRON:00085162
DRON:01024130	00009026004	DRON:00085162
DRON:01024131	00009026017	DRON:00085162
DRON:01024132	00009037003	DRON:00085162
DRON:01024133	00009037005	DRON:00085162
DRON:01024134	00904505359	DRON:00085184
DRON:01024135	00904633724	DRON:00085184
DRON:01024136	00904512559	DRON:00085186
DRON:01024137	50090015501	DRON:00085186
DRON:01024138	50090015503	DRON:00085186
DRON:01024139	50090015504	DRON:00085186
DRON:01024140	50090015505	DRON:00085186
DRON:01024141	63629149101	DRON:00085186
DRON:01024142	63629149102	DRON:00085186
DRON:01024143	63629149103	DRON:00085186
DRON:01024144	63629149104	DRON:00085186
DRON:01024145	51879080006	DRON:00085187
DRON:01024146	10733016635	DRON:00085196
DRON:01024147	10733016743	DRON:00085196
DRON:01024148	10733016943	DRON:00085196
DRON:01024149	10733017043	DRON:00085196
DRON:01024150	60951071270	DRON:00085197
DRON:01024151	60951060270	DRON:00085199
DRON:01024152	60951060285	DRON:00085199
DRON:01024153	60951070070	DRON:00085201
DRON:01024154	68071028690	DRON:00085201
DRON:01024155	61133089909	DRON:00085223
DRON:01024156	59011041010	DRON:00085227
DRON:01024157	59011041020	DRON:00085227
DRON:01024158	00182145916	DRON:00085230
DRON:01024159	00182145998	DRON:00085230
DRON:01024160	00081086524	DRON:00085235
DRON:01024161	00081086548	DRON:00085235
DRON:01024162	59011041510	DRON:00085240
DRON:01024163	59011041520	DRON:00085240
DRON:01024164	00363011222	DRON:00085243
DRON:01024165	00363011246	DRON:00085243
DRON:01024166	59011042010	DRON:00085247
DRON:01024167	59011042020	DRON:00085247
DRON:01024168	68071044790	DRON:00085247
DRON:01024169	59011043010	DRON:00085249
DRON:01024170	59011043020	DRON:00085249
DRON:01024171	35356039930	DRON:00085252
DRON:01024172	59011044010	DRON:00085252
DRON:01024173	59011044020	DRON:00085252
DRON:01024174	59011046010	DRON:00085255
DRON:01024175	59011046020	DRON:00085255
DRON:01024176	59011048010	DRON:00085257
DRON:01024177	59011048020	DRON:00085257
DRON:01024178	49999085830	DRON:00085261
DRON:01024179	49999085890	DRON:00085261
DRON:01024180	49999085930	DRON:00085263
DRON:01024181	63481062970	DRON:00085265
DRON:01024182	12547017031	DRON:00085267
DRON:01024183	12547017033	DRON:00085267
DRON:01024184	12547017136	DRON:00085267
DRON:01024185	63481062770	DRON:00085269
DRON:01024186	63481062370	DRON:00085270
DRON:01024187	63481062385	DRON:00085270
DRON:01024188	63481062870	DRON:00085271
DRON:01024189	00081960027	DRON:00085280
DRON:01024190	50580066910	DRON:00085280
DRON:01024191	12547017165	DRON:00085288
DRON:01024192	50580053604	DRON:00085291
DRON:01024193	00501320704	DRON:00085294
DRON:01024194	50580053404	DRON:00085303
DRON:01024195	50580053408	DRON:00085303
DRON:01024196	00501200124	DRON:00085304
DRON:01024197	00363005452	DRON:00085341
DRON:01024198	00363020420	DRON:00085341
DRON:01024199	00363020469	DRON:00085341
DRON:01024200	61543617405	DRON:00085357
DRON:01024201	41167030021	DRON:00085359
DRON:01024202	75137000493	DRON:00085362
DRON:01024203	75137000495	DRON:00085362
DRON:01024204	75137090492	DRON:00085362
DRON:01024205	00573024625	DRON:00085373
DRON:01024206	00573022525	DRON:00085374
DRON:01024207	00573022567	DRON:00085374
DRON:01024208	41167310201	DRON:00085376
DRON:01024209	50580066136	DRON:00085396
DRON:01024210	10356010037	DRON:00085400
DRON:01024211	72140000314	DRON:00085400
DRON:01024212	72140000707	DRON:00085400
DRON:01024213	72140001388	DRON:00085400
DRON:01024214	72140001946	DRON:00085400
DRON:01024215	72140063386	DRON:00085400
DRON:01024216	00363029516	DRON:00085415
DRON:01024217	11701004722	DRON:00085425
DRON:01024218	10310039201	DRON:00085428
DRON:01024219	41167300107	DRON:00085506
DRON:01024220	43553324903	DRON:00085519
DRON:01024221	43553324908	DRON:00085519
DRON:01024222	00003050162	DRON:00085542
DRON:01024223	10631009362	DRON:00085542
