clinical_drug	ingredient	strength	unit
DRON:00051950	CHEBI:7575	30.0	UO:0000022
DRON:00051951	CHEBI:27373	100.0	UO:0000022
DRON:00051952	CHEBI:5000	40.0	UO:0000022
DRON:00051953	CHEBI:3437	20.0	UO:0000022
DRON:00051954	CHEBI:8214	2.5	UO:0000022
DRON:00051955	CHEBI:8654	360.0	UO:0000022
DRON:00051956	CHEBI:5537	3.0	UO:0000022
DRON:00051957	CHEBI:2950	2.2	UO:0000022
DRON:00051958	CHEBI:135222	1.0	UO:0000022
DRON:00051959	CHEBI:9448	125.0	UO:0000022
DRON:00051960	CHEBI:7488	25.0	UO:0000022
DRON:00051961	CHEBI:4877	400.0	UO:0000022
DRON:00051961	CHEBI:6030	150.0	UO:0000022
DRON:00051962	CHEBI:4877	300.0	UO:0000022
DRON:00051962	CHEBI:6030	60.0	UO:0000022
DRON:00051963	CHEBI:4877	500.0	UO:0000022
DRON:00051963	CHEBI:6030	100.0	UO:0000022
DRON:00051964	CHEBI:4877	365.0	UO:0000022
DRON:00051964	CHEBI:6030	100.0	UO:0000022
DRON:00051965	CHEBI:4877	200.0	UO:0000022
DRON:00051965	CHEBI:6030	100.0	UO:0000022
DRON:00051966	CHEBI:134891	500.0	UO:0000022
DRON:00051966	CHEBI:71416	50.0	UO:0000022
DRON:00051967	CHEBI:28747	500.0	UO:0000022
DRON:00051967	CHEBI:77635	61.0	UO:0000022
DRON:00051968	CHEBI:135590	100.0	UO:0000022
DRON:00051969	CHEBI:3655	125.0	UO:0000022
DRON:00051969	CHEBI:42638	125.0	UO:0000022
DRON:00051970	CHEBI:71415	150.0	UO:0000022
DRON:00051970	CHEBI:71416	50.0	UO:0000022
DRON:00051970	CHEBI:9328	50.0	UO:0000022
DRON:00051971	DRON:00014550	10.0	UO:0000022
DRON:00051972	CHEBI:135538	280.0	UO:0000022
DRON:00051972	CHEBI:27732	40.0	UO:0000022
DRON:00051973	CHEBI:135538	125.0	UO:0000022
DRON:00051973	CHEBI:27732	25.0	UO:0000022
DRON:00051974	CHEBI:4903	0.03	UO:0000022
DRON:00051974	CHEBI:7627	0.5	UO:0000022
DRON:00051975	CHEBI:135422	600.0	UO:0000022
DRON:00051976	CHEBI:135292	2.5	UO:0000022
DRON:00051977	CHEBI:31845	600.0	UO:0000022
DRON:00051978	CHEBI:31845	400.0	UO:0000022
DRON:00051979	CHEBI:135605	300.0	UO:0000022
DRON:00051980	CHEBI:134928	300.0	UO:0000022
DRON:00051981	CHEBI:29016	250.0	UO:0000022
DRON:00051982	CHEBI:87209	250.0	UO:0000022
DRON:00051983	CHEBI:32241	50.0	UO:0000022
DRON:00051984	CHEBI:135419	10.0	UO:0000022
DRON:00051985	CHEBI:135419	5.0	UO:0000022
DRON:00051986	CHEBI:3398	2.0	UO:0000022
DRON:00051987	CHEBI:8499	100.0	UO:0000022
DRON:00051988	CHEBI:8499	25.0	UO:0000022
DRON:00051989	CHEBI:8077	1.0	UO:0000022
DRON:00051990	CHEBI:135499	40.0	UO:0000022
DRON:00051991	CHEBI:135499	10.0	UO:0000022
DRON:00051992	CHEBI:47426	50.0	UO:0000022
DRON:00051992	CHEBI:9671	20.0	UO:0000022
DRON:00051993	CHEBI:3013	200.0	UO:0000022
DRON:00051993	CHEBI:6761	3.0	UO:0000022
DRON:00051994	CHEBI:36798	25.0	UO:0000022
DRON:00051995	CHEBI:31821	10.0	UO:0000022
DRON:00051996	CHEBI:92875	500.0	UO:0000022
DRON:00051997	CHEBI:4453	0.125	UO:0000022
DRON:00051997	CHEBI:4903	0.05	UO:0000022
DRON:00051998	CHEBI:135323	0.05	UO:0000022
DRON:00051998	CHEBI:4903	0.03	UO:0000022
DRON:00051999	CHEBI:135323	0.06	UO:0000022
DRON:00051999	CHEBI:4903	0.15	UO:0000022
DRON:00052000	CHEBI:5778	12.5	UO:0000022
DRON:00052000	CHEBI:8774	2.5	UO:0000022
DRON:00052001	CHEBI:28487	0.1	UO:0000022
DRON:00052001	DRON:00015695	5.0	UO:0000022
DRON:00052002	CHEBI:28487	0.05	UO:0000022
DRON:00052002	DRON:00015695	2.5	UO:0000022
DRON:00052003	CHEBI:28593	160.0	UO:0000022
DRON:00052003	CHEBI:9948	80.0	UO:0000022
DRON:00052004	CHEBI:9544	6.5	UO:0000022
DRON:00052005	CHEBI:63598	100.0	UO:0000022
DRON:00052006	CHEBI:26948	1.0	UO:0000022
DRON:00052007	CHEBI:59788	1.5	UO:0000022
DRON:00052009	CHEBI:8776	168.0	UO:0000022
DRON:00052010	CHEBI:9604	100.0	UO:0000022
DRON:00052011	DRON:00018285	25.0	UO:0000022
DRON:00052012	DRON:00018285	205.0	UO:0000022
DRON:00052014	DRON:00018285	30.0	UO:0000022
DRON:00052015	DRON:00018285	90.0	UO:0000022
DRON:00052016	DRON:00018285	15.0	UO:0000022
DRON:00052018	DRON:00018283	45.0	UO:0000022
DRON:00052020	CHEBI:9765	10.0	UO:0000022
DRON:00052020	DRON:00016887	3.0	UO:0000022
DRON:00052021	CHEBI:135399	400.0	UO:0000022
DRON:00052022	CHEBI:4903	0.05	UO:0000022
DRON:00052022	CHEBI:50742	2.0	UO:0000022
DRON:00052023	CHEBI:18246	220.0	UO:0000022
DRON:00052023	CHEBI:53448	400.0	UO:0000022
DRON:00052024	DRON:00016855	300.0	UO:0000022
DRON:00052025	DRON:00016855	150.0	UO:0000022
DRON:00052026	DRON:00016855	304.0	UO:0000022
DRON:00052027	CHEBI:131730	500.0	UO:0000022
DRON:00052028	CHEBI:16811	25.0	UO:0000022
DRON:00052028	CHEBI:9144	35.0	UO:0000022
DRON:00052029	CHEBI:31857	10.0	UO:0000022
DRON:00052030	DRON:00015588	400.0	UO:0000022
DRON:00052031	CHEBI:135262	100.0	UO:0000022
DRON:00052032	DRON:00014402	91.0	UO:0000022
DRON:00052033	CHEBI:4604	200.0	UO:0000022
DRON:00052034	CHEBI:7868	5.0	UO:0000022
DRON:00052035	CHEBI:3419	250.0	UO:0000022
DRON:00052035	CHEBI:46195	200.0	UO:0000022
DRON:00052036	CHEBI:135209	0.1	UO:0000022
DRON:00052037	CHEBI:9144	125.0	UO:0000022
DRON:00052037	DRON:00015766	170.0	UO:0000022
DRON:00052038	CHEBI:131389	83.1	UO:0000022
DRON:00052038	CHEBI:190298	286.6	UO:0000022
DRON:00052039	CHEBI:2618	200.0	UO:0000022
DRON:00052040	CHEBI:17486	0.2	UO:0000022
DRON:00052041	CHEBI:17486	0.09	UO:0000022
DRON:00052042	CHEBI:31403	150.0	UO:0000022
DRON:00052042	CHEBI:94314	75.0	UO:0000022
DRON:00052043	CHEBI:31403	150.0	UO:0000022
DRON:00052043	CHEBI:94314	100.0	UO:0000022
DRON:00052044	CHEBI:49575	2.0	UO:0000022
DRON:00052044	DRON:00014118	20.0	UO:0000022
DRON:00052045	CHEBI:135310	25.0	UO:0000022
DRON:00052046	CHEBI:3647	3.0	UO:0000022
DRON:00052046	CHEBI:59033	500.0	UO:0000022
DRON:00052047	CHEBI:16794	10.0	UO:0000022
DRON:00052047	CHEBI:46195	300.0	UO:0000022
DRON:00052048	CHEBI:9648	100.0	UO:0000022
DRON:00052049	DRON:00015753	90.0	UO:0000022
DRON:00052049	DRON:00017985	17.5	UO:0000022
DRON:00052050	CHEBI:107736	10.0	UO:0000022
DRON:00052050	CHEBI:49575	2.0	UO:0000022
DRON:00052050	CHEBI:9147	40.0	UO:0000022
DRON:00052051	CHEBI:81306	50.0	UO:0000022
DRON:00052052	CHEBI:18408	0.04	UO:0000022
DRON:00052052	CHEBI:27470	1.0	UO:0000022
DRON:00052053	CHEBI:4903	0.03	UO:0000022
DRON:00052053	DRON:00016671	2.0	UO:0000022
DRON:00052054	CHEBI:16794	20.0	UO:0000022
DRON:00052054	CHEBI:5855	400.0	UO:0000022
DRON:00052055	CHEBI:46195	200.0	UO:0000022
DRON:00052056	CHEBI:46195	250.0	UO:0000022
DRON:00052057	CHEBI:46195	400.0	UO:0000022
DRON:00052058	CHEBI:46195	1000.0	UO:0000022
DRON:00052059	CHEBI:46195	450.0	UO:0000022
DRON:00052060	CHEBI:48140	2.0	UO:0000022
DRON:00052060	CHEBI:9147	40.0	UO:0000022
DRON:00052061	DRON:00015871	10.0	UO:0000022
DRON:00052062	CHEBI:22652	75.0	UO:0000022
DRON:00052062	CHEBI:28527	50.0	UO:0000022
DRON:00052062	CHEBI:9985	20.0	UO:0000022
DRON:00052063	CHEBI:28241	10.0	UO:0000022
DRON:00052063	CHEBI:5950	100.0	UO:0000022
DRON:00052063	CHEBI:9336	370.0	UO:0000022
DRON:00052064	CHEBI:31336	65.0	UO:0000022
DRON:00052065	CHEBI:74460	250.0	UO:0000022
DRON:00052065	CHEBI:9336	375.0	UO:0000022
DRON:00052066	CHEBI:28115	1.0	UO:0000022
DRON:00052067	CHEBI:28115	0.5	UO:0000022
DRON:00052070	CHEBI:16714	5.5	UO:0000022
DRON:00052070	CHEBI:46195	300.0	UO:0000022
DRON:00052070	CHEBI:51209	40.0	UO:0000022
DRON:00052071	CHEBI:7939	0.25	UO:0000022
DRON:00052072	CHEBI:41423	100.0	UO:0000022
DRON:00052073	CHEBI:41423	200.0	UO:0000022
DRON:00052074	CHEBI:27732	50.0	UO:0000022
DRON:00052074	CHEBI:46195	333.0	UO:0000022
DRON:00052075	CHEBI:27732	50.0	UO:0000022
DRON:00052075	CHEBI:46195	400.0	UO:0000022
DRON:00052076	CHEBI:27732	50.0	UO:0000022
DRON:00052076	CHEBI:46195	350.0	UO:0000022
DRON:00052077	CHEBI:27732	30.0	UO:0000022
DRON:00052077	CHEBI:46195	330.0	UO:0000022
DRON:00052078	CHEBI:27732	16.2	UO:0000022
DRON:00052078	CHEBI:46195	162.0	UO:0000022
DRON:00052079	CHEBI:27732	10.0	UO:0000022
DRON:00052079	CHEBI:46195	325.0	UO:0000022
DRON:00052080	CHEBI:27732	40.0	UO:0000022
DRON:00052080	CHEBI:46195	100.0	UO:0000022
DRON:00052081	CHEBI:27732	50.0	UO:0000022
DRON:00052081	CHEBI:46195	450.0	UO:0000022
DRON:00052082	CHEBI:6640	560.0	UO:0000022
DRON:00052083	CHEBI:2972	5.0	UO:0000022
DRON:00052084	CHEBI:73237	25.0	UO:0000022
DRON:00052085	CHEBI:190513	200.0	UO:0000022
DRON:00052085	CHEBI:22652	20.0	UO:0000022
DRON:00052085	CHEBI:30563	6.0	UO:0000022
DRON:00052086	CHEBI:5855	1000.0	UO:0000022
DRON:00052087	CHEBI:8461	28.0	UO:0000022
DRON:00052088	CHEBI:8461	100.0	UO:0000022
DRON:00052089	DRON:00014275	25.0	UO:0000022
DRON:00052090	DRON:00014275	100.0	UO:0000022
DRON:00052091	CHEBI:28591	200.0	UO:0000022
DRON:00052092	CHEBI:28527	250.0	UO:0000022
DRON:00052093	CHEBI:134760	40.0	UO:0000022
DRON:00052093	CHEBI:8499	40.0	UO:0000022
DRON:00052094	CHEBI:135538	150.0	UO:0000022
DRON:00052094	CHEBI:177418	75.0	UO:0000022
DRON:00052094	CHEBI:27732	50.0	UO:0000022
DRON:00052095	DRON:00016860	182.0	UO:0000022
DRON:00052096	DRON:00014837	500.0	UO:0000022
DRON:00052097	CHEBI:8069	25.0	UO:0000022
DRON:00052097	CHEBI:8107	75.0	UO:0000022
DRON:00052098	CHEBI:32114	250.0	UO:0000022
DRON:00052099	CHEBI:32114	300.0	UO:0000022
DRON:00052100	CHEBI:15940	25.0	UO:0000022
DRON:00052100	CHEBI:3205	12.5	UO:0000022
DRON:00052100	CHEBI:5818	10.0	UO:0000022
DRON:00052101	CHEBI:31861	1.0	UO:0000022
DRON:00052102	CHEBI:31749	250.0	UO:0000022
DRON:00052103	CHEBI:28241	5.0	UO:0000022
DRON:00052103	CHEBI:5950	100.0	UO:0000022
DRON:00052103	DRON:00015899	400.0	UO:0000022
DRON:00052104	DRON:00015322	100.0	UO:0000022
DRON:00052105	CHEBI:6129	30.0	UO:0000022
DRON:00052108	CHEBI:32588	600.0	UO:0000022
DRON:00052108	CHEBI:47426	40.0	UO:0000022
DRON:00052109	CHEBI:34772	100.0	UO:0000022
DRON:00052110	CHEBI:3654	25.0	UO:0000022
DRON:00052110	CHEBI:6904	200.0	UO:0000022
DRON:00052111	CHEBI:3213	0.5	UO:0000022
DRON:00052111	CHEBI:32588	573.0	UO:0000022
DRON:00052112	CHEBI:32588	750.0	UO:0000022
DRON:00052112	CHEBI:47426	20.0	UO:0000022
DRON:00052113	CHEBI:50785	20.0	UO:0000022
DRON:00052114	CHEBI:91817	100.0	UO:0000022
DRON:00052115	CHEBI:3084	10.0	UO:0000022
DRON:00052116	CHEBI:3720	10.0	UO:0000022
DRON:00052117	DRON:00015193	0.087	UO:0000022
DRON:00052118	CHEBI:16204	62.2	UO:0000022
DRON:00052119	CHEBI:32150	0.06	UO:0000022
DRON:00052120	CHEBI:9667	0.025	UO:0000022
DRON:00052127	CHEBI:585948	5.0	UO:0000022
DRON:00052127	CHEBI:6904	47.5	UO:0000022
DRON:00052128	CHEBI:3183	6.0	UO:0000022
DRON:00052128	CHEBI:51209	120.0	UO:0000022
DRON:00052129	CHEBI:7459	8.0	UO:0000022
DRON:00052129	CHEBI:77823	100.0	UO:0000022
DRON:00052130	CHEBI:7459	4.0	UO:0000022
DRON:00052130	CHEBI:77823	50.0	UO:0000022
DRON:00052131	CHEBI:7459	12.0	UO:0000022
DRON:00052131	CHEBI:77823	150.0	UO:0000022
DRON:00052132	CHEBI:135424	40.0	UO:0000022
DRON:00052132	CHEBI:135612	4.0	UO:0000022
DRON:00052133	CHEBI:32114	400.0	UO:0000022
DRON:00052133	CHEBI:48574	100.0	UO:0000022
DRON:00052137	CHEBI:9648	100.0	UO:0000022
DRON:00052138	CHEBI:6801	850.0	UO:0000022
DRON:00052139	CHEBI:16714	57.5	UO:0000022
DRON:00052140	CHEBI:4530	50.0	UO:0000022
DRON:00052141	CHEBI:9449	5.0	UO:0000022
DRON:00052142	CHEBI:135091	400.0	UO:0000022
DRON:00052143	DRON:00014915	25.0	UO:0000022
DRON:00052144	DRON:00017083	100.0	UO:0000022
DRON:00052145	CHEBI:9943	37.5	UO:0000022
DRON:00052146	CHEBI:3013	2.5	UO:0000022
DRON:00052146	CHEBI:32588	630.0	UO:0000022
DRON:00052147	CHEBI:3013	2.5	UO:0000022
DRON:00052147	CHEBI:32588	573.0	UO:0000022
DRON:00052148	CHEBI:5855	600.0	UO:0000022
DRON:00052149	CHEBI:27732	20.0	UO:0000022
DRON:00052149	CHEBI:28787	0.3	UO:0000022
DRON:00052150	CHEBI:34914	96.0	UO:0000022
DRON:00052151	CHEBI:8364	5.0	UO:0000022
DRON:00052152	CHEBI:8364	2.5	UO:0000022
DRON:00052153	CHEBI:9943	150.0	UO:0000022
DRON:00052154	CHEBI:9943	75.0	UO:0000022
DRON:00052155	CHEBI:135205	200.0	UO:0000022
DRON:00052156	CHEBI:134865	100.0	UO:0000022
DRON:00052157	CHEBI:9985	30.0	UO:0000022
DRON:00052158	CHEBI:31531	100.0	UO:0000022
DRON:00052159	CHEBI:51141	5.0	UO:0000022
DRON:00052160	CHEBI:355510	200.0	UO:0000022
DRON:00052162	CHEBI:28741	20.0	UO:0000022
DRON:00052164	CHEBI:4604	75.0	UO:0000022
DRON:00052165	CHEBI:4604	200.0	UO:0000022
DRON:00052166	CHEBI:3699	350.0	UO:0000022
DRON:00052167	CHEBI:584020	4.0	UO:0000022
DRON:00052168	CHEBI:28177	135.0	UO:0000022
DRON:00052169	CHEBI:51209	60.0	UO:0000022
DRON:00052169	CHEBI:52010	4.0	UO:0000022
DRON:00052170	CHEBI:5551	900.0	UO:0000022
DRON:00052170	CHEBI:8093	30.0	UO:0000022
DRON:00052171	CHEBI:28177	200.0	UO:0000022
DRON:00052171	CHEBI:73237	30.0	UO:0000022
DRON:00052172	CHEBI:6061	100.0	UO:0000022
DRON:00052173	CHEBI:6061	60.0	UO:0000022
DRON:00052174	CHEBI:6061	80.0	UO:0000022
DRON:00052175	CHEBI:22198	300.0	UO:0000022
DRON:00052176	CHEBI:7565	50.0	UO:0000022
DRON:00052177	CHEBI:6128	150.0	UO:0000022
DRON:00052178	CHEBI:28876	5.0	UO:0000022
DRON:00052179	CHEBI:9649	1.0	UO:0000022
DRON:00052179	CHEBI:9948	180.0	UO:0000022
DRON:00052180	CHEBI:46195	665.0	UO:0000022
DRON:00052181	CHEBI:135422	300.0	UO:0000022
DRON:00052182	CHEBI:119486	300.0	UO:0000022
DRON:00052183	CHEBI:3650	125.0	UO:0000022
DRON:00052183	CHEBI:6801	513.0	UO:0000022
DRON:00052184	CHEBI:71415	50.0	UO:0000022
DRON:00052184	CHEBI:9331	250.0	UO:0000022
DRON:00052185	CHEBI:102516	500.0	UO:0000022
DRON:00052186	DRON:00015946	4.0	UO:0000022
DRON:00052187	CHEBI:135235	400.0	UO:0000022
DRON:00052188	CHEBI:18293	10.0	UO:0000022
DRON:00052189	CHEBI:18293	20.0	UO:0000022
DRON:00052190	CHEBI:15365	30.0	UO:0000022
DRON:00052191	CHEBI:15365	50.0	UO:0000022
DRON:00052192	CHEBI:15365	250.0	UO:0000022
DRON:00052193	CHEBI:15365	400.0	UO:0000022
DRON:00052194	CHEBI:15365	320.0	UO:0000022
DRON:00052195	CHEBI:15365	80.0	UO:0000022
DRON:00052196	CHEBI:48390	90.0	UO:0000022
DRON:00052197	CHEBI:48390	60.0	UO:0000022
DRON:00052198	CHEBI:48390	30.0	UO:0000022
DRON:00052199	CHEBI:8862	1.0	UO:0000022
DRON:00052200	CHEBI:16958	400.0	UO:0000022
DRON:00052201	CHEBI:135239	200.0	UO:0000022
DRON:00052202	CHEBI:134779	12.0	UO:0000022
DRON:00052203	DRON:00015826	750.0	UO:0000022
DRON:00052204	DRON:00015826	10.0	UO:0000022
DRON:00052205	CHEBI:4631	500.0	UO:0000022
DRON:00052206	CHEBI:31425	20.0	UO:0000022
DRON:00052207	CHEBI:31425	10.0	UO:0000022
DRON:00052208	CHEBI:31425	5.0	UO:0000022
DRON:00052209	CHEBI:134967	250.0	UO:0000022
DRON:00052210	CHEBI:134967	200.0	UO:0000022
DRON:00052211	CHEBI:131726	200.0	UO:0000022
DRON:00052212	DRON:00013930	0.1	UO:0000022
DRON:00052213	CHEBI:16708	30.0	UO:0000022
DRON:00052214	CHEBI:31564	500.0	UO:0000022
DRON:00052215	CHEBI:135061	50.0	UO:0000022
DRON:00052216	CHEBI:67121	50.0	UO:0000022
DRON:00052217	CHEBI:31739	500.0	UO:0000022
DRON:00052218	CHEBI:135521	50.0	UO:0000022
DRON:00052219	CHEBI:31190	300.0	UO:0000022
DRON:00052220	CHEBI:135023	100.0	UO:0000022
DRON:00052221	CHEBI:134776	100.0	UO:0000022
DRON:00052222	CHEBI:135730	4.0	UO:0000022
DRON:00052223	CHEBI:135363	50.0	UO:0000022
DRON:00052224	CHEBI:135042	100.0	UO:0000022
DRON:00052225	CHEBI:9356	400.0	UO:0000022
DRON:00052226	CHEBI:3023	25.0	UO:0000022
DRON:00052226	CHEBI:40279	100.0	UO:0000022
DRON:00052227	CHEBI:177790	30.0	UO:0000022
DRON:00052227	CHEBI:52010	2.0	UO:0000022
DRON:00052227	CHEBI:8093	10.0	UO:0000022
DRON:00052228	CHEBI:135802	100.0	UO:0000022
DRON:00052229	CHEBI:135244	5.0	UO:0000022
DRON:00052231	CHEBI:53258	100.0	UO:0000022
DRON:00052231	DRON:00015838	300.0	UO:0000022
DRON:00052232	CHEBI:16726	200.0	UO:0000022
DRON:00052233	CHEBI:31403	20.0	UO:0000022
DRON:00052233	DRON:00016710	200.0	UO:0000022
DRON:00052234	CHEBI:28794	5.0	UO:0000022
DRON:00052235	CHEBI:28794	0.55	UO:0000022
DRON:00052236	CHEBI:28794	1.0	UO:0000022
DRON:00052237	CHEBI:28794	15.0	UO:0000022
DRON:00052238	CHEBI:35677	12.0	UO:0000022
DRON:00052239	CHEBI:35677	6.0	UO:0000022
DRON:00052240	CHEBI:35677	5.0	UO:0000022
DRON:00052241	CHEBI:4902	15.0	UO:0000022
DRON:00052242	CHEBI:4902	5.0	UO:0000022
DRON:00052243	CHEBI:46195	750.0	UO:0000022
DRON:00052244	CHEBI:15365	325.0	UO:0000022
DRON:00052244	CHEBI:7852	2.5	UO:0000022
DRON:00052245	CHEBI:5779	10.0	UO:0000022
DRON:00052246	DRON:00016702	250.0	UO:0000022
DRON:00052247	DRON:00016702	300.0	UO:0000022
DRON:00052248	DRON:00018289	300.0	UO:0000022
DRON:00052249	DRON:00018289	500.0	UO:0000022
DRON:00052250	DRON:00016702	100.0	UO:0000022
DRON:00052251	DRON:00016702	500.0	UO:0000022
DRON:00052252	DRON:00016702	1000.0	UO:0000022
DRON:00052253	CHEBI:4631	150.0	UO:0000022
DRON:00052254	CHEBI:4631	600.0	UO:0000022
DRON:00052255	DRON:00015096	20.0	UO:0000022
DRON:00052256	CHEBI:3682	75.0	UO:0000022
DRON:00052256	CHEBI:7916	25.0	UO:0000022
DRON:00052257	CHEBI:9513	100.0	UO:0000022
DRON:00052258	CHEBI:135629	500.0	UO:0000022
DRON:00052259	CHEBI:135629	250.0	UO:0000022
DRON:00052260	CHEBI:134922	150.0	UO:0000022
DRON:00052261	CHEBI:135379	100.0	UO:0000022
DRON:00052262	CHEBI:135379	25.0	UO:0000022
DRON:00052263	DRON:00016710	188.0	UO:0000022
DRON:00052264	DRON:00016710	500.0	UO:0000022
DRON:00052265	CHEBI:135655	150.0	UO:0000022
DRON:00052265	CHEBI:135839	105.0	UO:0000022
DRON:00052265	CHEBI:8069	45.0	UO:0000022
DRON:00052266	CHEBI:135655	50.0	UO:0000022
DRON:00052266	CHEBI:135839	35.0	UO:0000022
DRON:00052266	CHEBI:8069	15.0	UO:0000022
DRON:00052267	CHEBI:82716	50.0	UO:0000022
DRON:00052268	CHEBI:135464	25.0	UO:0000022
DRON:00052269	CHEBI:138856	750.0	UO:0000022
DRON:00052270	CHEBI:135367	10.0	UO:0000022
DRON:00052271	CHEBI:85267	400.0	UO:0000022
DRON:00052272	CHEBI:134902	25.0	UO:0000022
DRON:00052273	CHEBI:135071	250.0	UO:0000022
DRON:00052274	CHEBI:3023	50.0	UO:0000022
DRON:00052275	CHEBI:61024	250.0	UO:0000022
DRON:00052276	CHEBI:135339	0.5	UO:0000022
DRON:00052277	CHEBI:135200	300.0	UO:0000022
DRON:00052278	CHEBI:135429	3.0	UO:0000022
DRON:00052278	CHEBI:5613	0.3	UO:0000022
DRON:00052279	DRON:00015009	300.0	UO:0000022
DRON:00052280	CHEBI:78549	40.0	UO:0000022
DRON:00052281	DRON:00015604	20.0	UO:0000022
DRON:00052282	CHEBI:35149	100.0	UO:0000022
DRON:00052282	DRON:00016889	100.0	UO:0000022
DRON:00052283	DRON:00015626	30.0	UO:0000022
DRON:00052284	CHEBI:85274	500.0	UO:0000022
DRON:00052285	CHEBI:16714	20.0	UO:0000022
DRON:00052285	CHEBI:46195	400.0	UO:0000022
DRON:00052286	CHEBI:7630	0.15	UO:0000022
DRON:00052286	DRON:00014872	1.25	UO:0000022
DRON:00052287	CHEBI:7630	0.15	UO:0000022
DRON:00052287	DRON:00014872	0.625	UO:0000022
DRON:00052288	CHEBI:23965	12.0	UO:0000022
DRON:00052288	CHEBI:27974	10.0	UO:0000022
DRON:00052288	CHEBI:7627	6.0	UO:0000022
DRON:00052289	DRON:00018211	1.25	UO:0000022
DRON:00052290	CHEBI:50785	2.0	UO:0000022
DRON:00052291	CHEBI:28741	0.55	UO:0000022
DRON:00052291	CHEBI:28940	0.0125	UO:0000022
DRON:00052292	CHEBI:28741	0.25	UO:0000022
DRON:00052292	CHEBI:28940	0.012	UO:0000022
DRON:00052293	CHEBI:28741	0.55	UO:0000022
DRON:00052293	CHEBI:28940	0.025	UO:0000022
DRON:00052294	CHEBI:16794	5.0	UO:0000022
DRON:00052294	CHEBI:49575	2.5	UO:0000022
DRON:00052295	CHEBI:135354	80.0	UO:0000022
DRON:00052296	CHEBI:8214	5.0	UO:0000022
DRON:00052296	DRON:00015695	10.0	UO:0000022
DRON:00052297	CHEBI:2639	5.0	UO:0000022
DRON:00052297	CHEBI:3013	2.5	UO:0000022
DRON:00052298	CHEBI:27732	50.0	UO:0000022
DRON:00052298	CHEBI:31225	200.0	UO:0000022
DRON:00052298	CHEBI:46195	100.0	UO:0000022
DRON:00052299	CHEBI:135538	275.0	UO:0000022
DRON:00052299	CHEBI:46195	165.0	UO:0000022
DRON:00052300	CHEBI:135538	250.0	UO:0000022
DRON:00052300	CHEBI:16714	20.0	UO:0000022
DRON:00052301	DRON:00015457	1000.0	UO:0000022
DRON:00052302	DRON:00015457	500.0	UO:0000022
DRON:00052303	CHEBI:28527	12.5	UO:0000022
DRON:00052303	CHEBI:28794	0.5	UO:0000022
DRON:00052304	CHEBI:2379	100.0	UO:0000022
DRON:00052304	CHEBI:7565	10.0	UO:0000022
DRON:00052305	CHEBI:73390	0.125	UO:0000022
DRON:00052306	CHEBI:135231	0.35	UO:0000022
DRON:00052307	CHEBI:15365	350.0	UO:0000022
DRON:00052307	DRON:00014477	50.0	UO:0000022
DRON:00052308	CHEBI:135231	2.0	UO:0000022
DRON:00052308	CHEBI:4903	0.05	UO:0000022
DRON:00052309	DRON:00017129	80.0	UO:0000022
DRON:00052310	CHEBI:41039	50.0	UO:0000022
DRON:00052311	CHEBI:41039	150.0	UO:0000022
DRON:00052312	CHEBI:41039	100.0	UO:0000022
DRON:00052313	CHEBI:135118	500.0	UO:0000022
DRON:00052314	CHEBI:134913	50.0	UO:0000022
DRON:00052315	CHEBI:31790	0.05	UO:0000022
DRON:00052315	CHEBI:4903	0.05	UO:0000022
DRON:00052316	CHEBI:31790	0.75	UO:0000022
DRON:00052316	CHEBI:4903	0.04	UO:0000022
DRON:00052317	CHEBI:31790	2.0	UO:0000022
DRON:00052317	CHEBI:4903	0.04	UO:0000022
DRON:00052318	CHEBI:31790	5.0	UO:0000022
DRON:00052319	CHEBI:3761	10.0	UO:0000022
DRON:00052319	CHEBI:44932	0.75	UO:0000022
DRON:00052319	CHEBI:53770	7.5	UO:0000022
DRON:00052320	CHEBI:91768	15.0	UO:0000022
DRON:00052320	CHEBI:9241	25.0	UO:0000022
DRON:00052321	CHEBI:134883	40.0	UO:0000022
DRON:00052322	CHEBI:15365	250.0	UO:0000022
DRON:00052322	CHEBI:46195	250.0	UO:0000022
DRON:00052323	CHEBI:15365	325.0	UO:0000022
DRON:00052323	CHEBI:46195	250.0	UO:0000022
DRON:00052324	CHEBI:15365	300.0	UO:0000022
DRON:00052324	CHEBI:46195	300.0	UO:0000022
DRON:00052325	CHEBI:15365	250.0	UO:0000022
DRON:00052325	CHEBI:27732	30.0	UO:0000022
DRON:00052325	CHEBI:46195	150.0	UO:0000022
DRON:00052326	CHEBI:15365	210.0	UO:0000022
DRON:00052326	CHEBI:27732	40.0	UO:0000022
DRON:00052326	CHEBI:46195	250.0	UO:0000022
DRON:00052327	CHEBI:15365	227.0	UO:0000022
DRON:00052327	CHEBI:27732	32.0	UO:0000022
DRON:00052327	CHEBI:46195	162.0	UO:0000022
DRON:00052328	CHEBI:15365	300.0	UO:0000022
DRON:00052328	CHEBI:27732	45.0	UO:0000022
DRON:00052328	CHEBI:46195	200.0	UO:0000022
DRON:00052329	CHEBI:15365	250.0	UO:0000022
DRON:00052329	CHEBI:27732	25.0	UO:0000022
DRON:00052329	CHEBI:46195	200.0	UO:0000022
DRON:00052330	CHEBI:47426	20.0	UO:0000022
DRON:00052330	CHEBI:9241	50.0	UO:0000022
DRON:00052331	CHEBI:47426	20.0	UO:0000022
DRON:00052331	CHEBI:9241	100.0	UO:0000022
